id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Npc_HighMountain036,Amali,Amali,Camailla,하밀라,ハミラ,Амали,Amali,Hamira,Amali,哈米拉,哈米拉,Camailla,Amali,Amali
Npc_FutagoRoad_AncientAssistant,Ambur,Lammz,Épiance,람즈,ラムーズ,Занти,Lammz,Agnux,Bizan,拉姆兹,拉姆茲,Épiance,Ambur,Lammz
Npc_Road_037,Amiro,Falmark,Corge,헤티멀,ヘチマル,Фолмарк,Falmark,Falù,Luffan,赫奇马鲁,赫奇馬魯,Corge,Amiro,Falmark
Npc_GerudoDesert003,Anere,Anche,Aubarn,안체,アンチェ,Анта,Anche,Annti,Ante,昂琪艾,昂琪艾,Aubarn,Anere,Anche
Obj_Notepad_Tips_A_01,Anotaciones,Note on the Table,Note sur la table,받침 위의 메모,台の上のメモ,Заметка на столе,Verslag,Nota sul tavolo,Notiz auf dem Tisch,台面上的备忘录,檯面上的備忘錄,Note sur la table,Anotaciones,Note on the Table
Npc_Umii_Ichikara_Scholar_B,Ansen,Bide,Dibent,단센,ダンセン,Черда,Bide,Denbid,Dansen,达恩宪,達恩憲,Dibent,Ansen,Bide
Npc_MercenarySoldier_Hylia001B,Aplan,Atmus,Tramou,마프라,マップラ,Венрен,Atmus,Lamap,Maplan,马普拉,馬普拉,Tramou,Aplan,Atmus
Npc_oasis013,Araani,Kalani,Kuiverl,칼라,カーラ,Калани,Kalani,Karah,Kalana,卡拉,卡拉,Kuiverl,Araani,Kalani
Npc_Road_004,Aragus,Agus,Paragus,파라거스,パラガス,Агус,Agus,Paragus,Paragus,帕拉加斯,帕拉加斯,Paragus,Aragus,Agus
Npc_BaseCampSoldier_Hylia007,Araun,Flesi,Raff,카즈라,カズーラ,Пенте,Flesi,Kasuran,Kazuras,卡兹拉,卡茲拉,Raff,Araun,Flesi
TwnObj_UmayadoBook_07,Archivo,Pony Points Ledger,Registre des relais,마구간 회원 대장,馬宿会員台帳,Конюшенная книга учета,Stallenverenigingregister,Registro dei soci,Stallmitgliederbuch,驿站会员账本,驛站會員帳本,Registre des relais,Archivo,Pony Points Ledger
Npc_Road_041,Argio,Pitar,Erzil,퍼질,パージル,Пайтар,Pitar,Piergiglio,Parzel,帕吉尔,帕吉爾,Erzil,Argio,Pitar
Npc_MercenarySoldier_Hylia003,Arig,Wingo,Élange,엘리그,エルイグ,Калад,Wingo,Begon,Alig,艾尔伊谷,艾爾伊谷,Élange,Arig,Wingo
Npc_Umii_Kakariko_Scholar_G,Arin,Ponnick,Alune,하키노,ハキーノ,Альхо,Ponnick,Tannon,Alun,哈奇诺,哈奇諾,Alune,Arin,Ponnick
Npc_RitoHatago002,Arione,Ariane,Ariane,아리오느,アリオーヌ,Ариана,Ariane,Arionne,Ariane,阿莉奥诺,阿莉奧諾,Ariane,Arione,Ariane
Npc_Attacked_003,Arkeon,Regan,Rigan,리건,ガノレー,Реган,Regan,Ganorè,Regano,伽诺雷,伽諾雷,Rigan,Arkeon,Regan
Npc_oasis048,Arlet,Aaqlet,Élarka,아크렛,アクレット,Анклея,Aaqlet,Kaviler,Akletta,阿克雷特,阿克雷特,Élarka,Arlet,Aaqlet
Npc_HighMountain008,Armel,Nekk,Beck,네크,ネック,Некк,Nekk,Neqqu,Neckart,纳库,納庫,Beck,Armell,Nekk
Npc_oasis006,Aromyn,Romah,Brasiera,아로마,アローマ,Арома,Romah,Arohma,Aroha,阿洛玛,阿洛瑪,Brasiera,Aromyn,Romah
Npc_Road_032,Arooku,Lukan,Rouka,루카,ルーカ,Люкан,Lukan,Ruka,Luka,露卡,露卡,Rouka,Arooku,Lukan
Npc_MercenarySoldier_Hylia005A,Arracen,Raseno,Raceny,라세니,ラセニー,Разен,Raseno,Racen,Sarras,拉塞尼,拉塞尼,Raceny,Arracen,Raseno
Npc_HyruleWestHatago001,Arumei,Zumi,Paturi,코스미,コズミ,Зуми,Zumi,Kozum,Zumi,可姿米,可姿米,Paturi,Emmi,Zumi
Npc_HyrulePlain005,Ashiel,Ashe,Risou,아슈겔,アシゲル,Пепе,Ashe,Ashiel,Grausch,阿西盖尔,阿西蓋爾,Risou,Ashiel,Ashe
Npc_HatenoVillage026,Astelia,Aster,Aster,시온,シオン,Астра,Aster,Shion,Asta,希恩,希恩,Aster,Astelia,Aster
Npc_oasis038,Asyré,Tali,Pihmène,파퓨,パフュー,Амбра,Tali,Parfu,Payu,帕弗宇,帕弗宇,Pihmène,Asyre,Tali
Npc_NorthHateru005,Atem,Quince,Meles,모코,モッコー,Квинс,Quince,Mokko,Quitt,默括,默括,Meles,Quint,Quince
Npc_Lanayru003,Atene,Douma,Florette,두리스,フタバ,Магнолия,Douma,Duina,Kleo,双叶,雙葉,Florette,Atene,Douma
Npc_HatenoGate002,Athon,Mimos,Acassa,와토르,ワトル,Мимос,Mimos,Athon,Watzel,瓦图卢,瓦圖盧,Acassa,Athon,Mimos
Npc_OasisStep_A,Atta,Katta,Cinehl,커틀,カットル,Катта,Katta,Katra,Kattoru,卡托尔,卡托爾,Cinehl,Atta,Katta
Npc_SouthernVillage004,Aukai,Armes,Armis,아메스,ヤーメス,Армес,Armes,Yahmes,Armes,亚梅司,亞梅司,Armis,Aukai,Armes
Npc_OasisHylia_003,Aume,Tauma,Tabuma,타바우마,タバウマ,Таума,Tauma,Tabuma,Tabuma,太巴乌迈,太巴烏瑪,Tabuma,Aume,Tauma
Npc_kokiri004,Avell,Natie,Tainis,나투,ナトゥー,Нати,Natie,Drupo,Corylus,纳托,納托,Tainis,Avell,Natie
Npc_oasis002,Avoor,Danda,Renora,테드라,テドゥーラ,Деора,Danda,Dedora,Renora,特朵拉,特朵拉,Renora,Avoor,Danda
Npc_TamourHatago001,Aya,Aya,Bourelle,미호,ミホ,Айя,Aya,Miho,Aya,米荷,米荷,Bourelle,Aya,Aya
Npc_HatenoVillage027,Azuren,Azu,Lariz,아오타,アオタ,Азу,Azu,Azul,Azu,阿俄塔,阿俄塔,Lariz,Azuren,Azu
Npc_Goron021,Bangoro,Bargoh,Pelgo,벨고,ベルゴ,Барго,Bargoh,Bargo,Bargoh,柏格,柏格,Pelgo,Bangoro,Bargoh
Npc_Eldin_Hylia003,Bansit,Banksha,Banxya,밴크셔,バンクシャー,Банси,Banksha,Bansit,Bansik,邦克夏,邦克夏,Banxya,Bansit,Banksha
Npc_TabantaBridgeHatago001,Banyid,Banji,Cuirée,벤디,バンジーデ,Банджи,Banji,Banjide,Banzi,邦姬黛,邦姬黛,Cuirée,Banyi,Banji
Npc_Goron_Cafe001,Bardar,Cooke,Pibich,바루다스,バルダス,Бардус,Cooke,Bardus,Bardas,巴尔达斯,巴爾達斯,Pibich,Bardar,Cooke
Npc_Road_015,Basho,Chumin,Biazis,츄민,チューミン,Чумин,Chumin,Chumin,Bendumin,秋明,秋明,Biazis,Basho,Chumin
Npc_SmallOasis014,Basoor,Boraa,Félide,블로우,ブロウ,Барра,Boraa,Bulor,Brohu,布洛武,布洛武,Félide,Basoor,Boraa
Npc_Zora032,Basun,Bazz,Sébass,스바바,スババ,Базз,Bazz,Subab,Basu,斯八巴,斯八巴,Sébass,Basun,Bazz
Npc_Orchestra_M_00,Batulio,Mastro,Maïstro,미로얀,ミロヤン,Миан,Mastro,Bakket,Partiturio,米洛央,米洛央,Maïstro,Batulio,Mastro
Npc_KorokFly005,Bedul,Maheli,Madhelin,마데린,マデリン,Меде,Maheli,Madlin,Madelinus,马德林,馬德林,Madhelin,Bedul,Maheli
Npc_Road_035,Bemok,Baddek,Seymon,바테크,バテック,Баддек,Baddek,Batek,Batek,巴特克,巴特克,Seymon,Bemok,Baddek
NPC_oasis004_fr04,Benil,Oliff,Kartham,베니,ヴェニー,Олифф,Oliff,Veny,Wenni,贝倪,貝倪,Kartham,Benil,Oliff
Npc_SmallOasis006,Benyo,Benja,Benjamin,벤자민,ベンジャミン,Бенни,Benja,Benjamin,Benjamin,本杰明,賓傑明,Benjamin,Benyo,Benja
Npc_NorthHateru_around001,Berlien,Benny,Benni,베니코,ベニコ,Беника,Benny,Beniko,Bendix,贝尼珂,貝尼珂,Benni,Berlien,Benny
Npc_BaseCamp008,Bigro,Pulcho,Dropi,피글로,ピグロ,Сян,Pulcho,Pigur,Pigur,皮谷罗,皮谷羅,Dropi,Bigro,Pulcho
Npc_Goron010,Bladon,Bladon,Landonn,블레든,ブレードン,Блэйдон,Bladon,Bladon,Bladon,布莱顿,布雷頓,Landonn,Baraduk,Bladon
Npc_FaronWoods010,Blino,Blynne,Œilla,브린카,ブリンカ,Бринк,Blynne,Blinka,Blynne,布林喀,布林喀,Œilla,Blinka,Blynne
Npc_BaseCamp001,Bonon,Burmano,Rosero,보논,ボーノン,Росян,Burmano,Burman,Burnon,波侬,波儂,Rosero,Bonon,Burmano
Npc_Road_002_Road,Bonto,Mezer,Bongo,봉고르,ボンゴ,Мезер,Mezer,Vongo,Bogo,本戈,本戈,Bongo,Bonto,Mezer
Npc_Goron014,Borunia,Bohrin,Bohlinn,보린,ボーリン,Борин,Bohrin,Bohrin,Borin,玻林,玻林,Bohlinn,Borunia,Bohrin
Npc_OasisHylia_002,Botenk,Bozai,Tuska,보텐사,ボテンサ,Бозай,Bozai,Boten,Tuska,伯腾萨,伯騰薩,Tuska,Botenk,Bozai
Npc_Minigame_BirdMan001,Branlo,Branli,Remigon,부토,ブート,Бранли,Branli,Budo,Branli,布拓,布拓,Remigon,Branlo,Branli
Npc_HatenoVillage002,Brez,Pruce,Epicèle,프루스,アカエゾ,Прус,Pruce,Akae,Fichtjoff,阿喀恩佐,阿喀恩佐,Epicèle,Brez,Pruce
HorseAssociationCustum004,Brina,Breen,Brienn,브린,ブリーン,Брина,Breen,Brin,Brin,步铃,步鈴,Brienn,Brina,Breen
Npc_Kakariko_Road_019,Bugin,Bugut,Bugri,부그리,ブグリ,Бугут,Bugut,Bugri,Bugri,布古力,布古力,Bugri,Bugin,Bugut
Npc_HorseBuyer_02,Busno,Cormus,Acoran,부쇼,ブショー,Аир,Cormus,Kalam,Calam,布修,布修,Acoran,Busno,Cormus
Npc_GerudoGate_AncientAssistant004,Buspar,Guspar,Sperge,가스펠,ガスパル,Спарж,Guspar,Sparg,Gaspar,盖斯帕鲁,蓋斯帕魯,Sperge,Buspar,Guspar
Npc_TabantaBridgeHatago006,Byder,Dabi,Byder,데비,ビーダ,Даби,Dabi,Bida,Dabi,比鞑,比韃,Byder,Byder,Dabi
Npc_GerudoDesert004,Byrta,Barta,Brihk,바레타,バレッタ,Барта,Barta,Barta,Baretta,芭乐塔,芭樂塔,Brihk,Byrta,Barta
Npc_HatenoGate001,Calipto,Calip,Caly,카리유,カリーユ,Калип,Calip,Carille,Calip,卡里尤,卡里尤,Caly,Carill,Calip
Npc_Road_012,Calisa,Calisa,Rhubask,와스크,ワスク,Калиса,Calisa,Wask,Calisa,瓦斯珂,瓦斯珂,Rhubask,Calisa,Calisa
Npc_Road_024,Cambo,Cambo,Caleb,칸보,カンボ,Камбо,Cambo,Kambo,Cambo,康波,康波,Caleb,Mott,Cambo
Npc_BaseCamp_Zora004,Cappel,Capelo,Cappella,가페라,カッペラ,Капелло,Capelo,Kappel,Capela,卡佩拉,卡佩拉,Cappella,Cappel,Capelo
Npc_Road_022,Celessa,Celessa,Ricelle,리세,リーセ,Селесса,Celessa,Danes,Liesel,莉瑟,莉瑟,Ricelle,Celessa,Celessa
NPC_oasis004_fr01,Celisa,Canolo,Calzo,나타네,ナタネ,Канола,Canolo,Natane,Natane,娜塔内,娜塔內,Calzo,Celis,Canolo
Npc_Attacked_005,Chaiba,Chabi,Chavie,차비,チャビー,Чаби,Chabi,Chabi,Chabi,恰比,恰比,Chavie,Chaiba,Chabi
Npc_HyrulePlain004,Charmi,Shamae,Shamae,샤메,シャーメ,Шама,Shamae,Sharme,Shamae,夏媚,夏媚,Shamae,Shamae,Shamae
Npc_NewsPaper008,Chirey,Sheeko,Chicora,치코,チコ,Цико,Sheeko,Koria,Schikoria,奇科,奇科,Chicora,Chirey,Sheeko
TwnObj_BackNumberBook,Chismes de Mirene,Rumor Mill,Bourgette sait tout,세나의 뜬소문,ウワサのミツバちゃん,Слухи Хайрула,Traysi's Tamtam,Trifoglia sa tutto,Kletis’ Gerüchteküche,传闻中的三叶,傳聞中的三葉,Bourgette sait tout,Cotilleos de Mirene,Rumor Mill
Npc_HyruleWestHatago006,Chork,Chork,Chuck,차크,チャック,Чорк,Chork,Chak,Jacques,恰克,恰克,Chuck,Chork,Chork
Npc_Kokiri007,Cipp,Peeks,Pecanis,피칸,ピーカン,Пикс,Peeks,Pecan,Pecanus,匹康,匹康,Pecanis,Cipp,Peeks
Npc_HatenoVillage023,Cirel,Uma,Florène,우메,ウメ,Ума,Uma,Ume,Ume,乌梅,烏梅,Florène,Cirelle,Uma
Npc_HatenoVillage018,Clavia,Clavia,Clévia,클레비아,クレーヴィア,Клавия,Clavia,Clevia,Clavia,可莱维亚,可雷維亞,Clévia,Clavia,Clavia
FldObj_GerudoTownBook2,Cocina de Ra Tamu I,"Chef Aurie Taamu, Vol. 1","Recettes de la cité, 1",라·탐의 요리 수첩①,ラ・タームの料理手帳①,Рецепты Ра-Тааму 1,Koken van A tot Z - nr. 1,Ricettario di Ratham 1,Gourmet-Geheimnisse 1,拉·塔木的料理笔记①,拉‧塔木的料理筆記①,"Recettes de la cité, 1",Cocina de Ra Tamu 1,"Chef Aurie Taamu, Vol. 1"
FldObj_GerudoTownBook,Cocina de Ra Tamu II,"Chef Aurie Taamu, Vol. 2","Recettes de la cité, 2",라·탐의 요리 수첩②,ラ・タームの料理手帳②,Рецепты Ра-Тааму 2,Koken van A tot Z - nr. 2,Ricettario di Ratham 2,Gourmet-Geheimnisse 2,拉·塔木的料理笔记②,拉‧塔木的料理筆記②,"Recettes de la cité, 2",Cocina de Ra Tamu 2,"Chef Aurie Taamu, Vol. 2"
Npc_Road_016,Coryn,Totsuna,Chicorine,타노,タツノ,Тоцуна,Totsuna,Cicorin,Chicorin,塔茨诺,塔茨諾,Chicorine,Coryn,Totsuna
Obj_Notepad_Assassin_A_01,Cuaderno del clan Yiga,Yiga Clan Notebook,Carnet Yiga,이가단 수첩,イーガ団手帳,Дневник Ига,Yiga-bendenotities,Quaderno del clan Yiga,Yiga-Notizen,依盖队笔记,依蓋隊筆記,Carnet yiga,Cuaderno del clan Yiga,Yiga Clan Notebook
FldObj_DevoteSpring_Book,Cuaderno desgastado,Tattered Notebook,Vieux cahier,낡은 노트,古ぼけたノート,Истрепанный дневник,Versleten notitieboek,Diario logoro,Abgenutztes Tagebuch,老旧的笔记,老舊的筆記,Vieux cahier,Cuaderno desgastado,Tattered Notebook
Obj_DiaryKakariko004_A_01,Cuaderno desgastado,Tattered Notebook,Vieux cahier,낡은 노트,古ぼけたノート,Истрепанный дневник,Versleten notitieboek,Diario logoro,Abgenutztes Tagebuch,老旧的笔记,老舊的筆記,Vieux cahier,Cuaderno desgastado,Tattered Notebook
Obj_Notepad_Assassin_A_02,Cuaderno viejo,Tattered Notebook,Carnet endommagé,너덜너덜한 수첩,ボロボロの手帳,Потрепанный дневник,Haveloos notitieboek,Quaderno rovinato,Lädiertes Notizbuch,破烂的笔记,破爛的筆記,Carnet endommagé,Cuaderno viejo,Tattered Notebook
Npc_Zora033,Dagio,Dento,Nelto,로스리,ロスーリ,Денто,Dento,Rosly,Dento,罗司里,羅司里,Nelto,Dagio,Dento
Npc_Goron041,Daiko,Carban,Charp,듀크,デューク,Дуко,Carban,Phaleg,Zimm,迪库,迪庫,Charp,Daiko,Carban
Npc_FirstColony004,Dain,Dai,Dahi,다이,ダイ,Даи,Dai,Daj,Dai,代伊,代伊,Dahi,Dain,Dai
Npc_Kakariko012,Dania,Claree,Canni,클라리,クラリ,Клари,Claree,Clari,Clari,珂拉丽,珂拉麗,Canni,Dania,Claree
Npc_TabantaHatago003,Danton,Danton,Danto,덴돈,デンドン,Дантон,Danton,Danton,Danton,登顿,登頓,Danto,Danton,Danton
Npc_Hunters_Lost,Darene,Juannelle,Fruguette,일미나,イチヨウ,Вишенка,Juannelle,Primula,Klea,一叶,一葉,Fruguette,Darene,Juannelle
Npc_HutagoHatago_002,Daret,Darton,Otroh,다트,ダート,Дартон,Darton,Dart,Darto,达特,達特,Otroh,Daret,Darton
Npc_goron003,Darmado,Pyle,Taroc,파일드,パイルド,Пайл,Pyle,Pail,Pylo,派尔多,派爾多,Taroc,Darmado,Pyle
Npc_goron002,Darnan,Tanko,Citek,탱크로,タンクロ,Танко,Tanko,Tankro,Tanko,坦科罗,坦科羅,Citek,Darnan,Tanko
Npc_Zora028,Darne,Tula,Taol,루토아,ルトア,Тула,Tula,Rutoa,Tula,卢特亚,盧特亞,Taol,Darne,Tula
Npc_SmallOasis001,Darunara,Strade,Portorok,스트레든,ストラドン,Страд,Strade,Straddon,Stradon,斯托拉顿,斯托拉頓,Portorok,Darunara,Strade
Obj_DiaryTamul_A_09,Datos de la catástrofe,Notes on the Upheaval,Étude du cataclysme,천재지변에 관한 고찰,天変地異についての考察,«О Катаклизме»,Over de Ontwrichting,Studi sul cataclisma,Studien zum Kataklysmus,关于天地异变的考察,關於天地異變的考察,Étude du cataclysme,Datos de la catástrofe,Notes on the Upheaval
Npc_Umii_Kakariko_Scholar_E,Daval,Daval,Gerpin,키와노,キワーノ,Двали,Daval,Daval,Davall,齐瓦诺,齊瓦諾,Gerpin,Daval,Daval
Npc_OasisMilk_D,Delane,Deltan,Delflam,델튼,デルタン,Дельта,Deltan,Deltan,Deltan,戴露坦,迪魯坦,Delflam,Delane,Deltan
Npc_Goron022,Dengoro,Krane,Grukren,쿠크렌,ククレン,Крейн,Krane,Kukren,Krant,可可仁,可可仁,Grukren,Dengoro,Krane
Npc_RoadShop_01,Denio,Deenya,Jascap,시치나크,シチナック,Денгард,Deenya,Ardeng,Gardis,希齐纳克,希齊納克,Jascap,Denio,Deenya
Npc_LanayruRoad_AncientAssistant,Derant,Drant,Vayène,디란타,デランタ,Деран,Drant,Derant,Derant,德兰塔,德蘭塔,Vayène,Derant,Drant
Npc_HighMountain013,Dhur,Huck,Éhong,하크,ハック,Хакк,Huck,Huck,Hakk,哈库,哈庫,Éhong,Dhur,Huck
TwnObj_Village_SheikerHeirDiary_A_03,Diario de Apaya,Diary of a Chief,Journal de la cheffe Pahya,파야의 족장 일기,パーヤの族長日記,Дневник Пайи,Paya's dagboek,Diario di Paya,Payas Tagebuch,帕雅的族长日记,帕雅的族長日記,Journal de la chef Pahya,Diario de Pay,Diary of a Chief
FldObj_HatenoGateBook,Diario de Calipto,Calip's Journal,Journal de Caly,카리유의 일기,カリーユの日記,Дневник Калипа,Calips dagboek,Diario di Carille,Calips Tagebuch,卡里尤的日记,卡里尤的日記,Journal de Caly,Diario de Carill,Calip's Journal
TwnObj_UMiiVillage033Book,Diario de Kariele,Mattison's Notebook,Journal de Tinieh,매티슨의 일기,ウィッダの日記,Дневник Ванды,Mattisons dagboek,Diario di Parruda,Matildas Tagebuch,微达的日记,微達的日記,Journal de Tinieh,Diario de Kariele,Mattison's Notebook
Obj_DiaryCannon02_A_01,Diario de Katoeli,Billson's Records,Journal de Piquieh,빌슨의 일지,ツクンダの日誌,Дневник Шнобды,Billsons dagboek,Diario di Gerida,Schnabudas Bautagebuch,兹库恩达的日志,茲庫恩達的日誌,Journal de Piquieh,Diario de Katoeli,Billson's Records
Obj_DiaryTamul_A_01,Diario de Prunia,Purah's Diary,Journal de Pru'ha,프루아의 일기,プルアの日記,Дневник Пуры,Purahs dagboek,Diario di Pruna,Purahs Tagebuch,普尔亚的日记,普爾亞的日記,Journal de Pru'ha,Diario de Prunia,Purah's Diary
Obj_DiaryGoron_Npc_Gaman03,Diario de Renegoro,Kabetta's Diary,Journal de Mécahn,카베타의 일기,カベータの日記,Дневник Кабета,Kabetta's dagboek,Diario di Qabet,Kavitas Tagebuch,卡贝塔的日记,卡貝塔的日記,Journal de Mécahn,Diario de Enegoro,Kabetta's Diary
TwnObj_GerudoTown_RougeDiary_A_02,Diario de Riju,Riju's Diary,Journal de Riju,루쥬의 수기,ルージュの手記,Дневник Риджу,Riju's dagboek,Diario di Riju,Rijus Tagebuch,露珠的随笔,露珠的隨筆,Journal de Riju,Diario de Riju,Riju's Diary
Obj_DiaryGoronYunbo_A_01,Diario de Yunobo,Yunobo's Diary,Journal de Yun,윤돌의 일기,ユンの日記,Дневник Юнобо,Yunobo's dagboek,Diario di Yunobo,Yunobos Tagebuch,阿沅的日记,阿沅的日記,Journal de Yun,Diario de Yunobo,Yunobo's Diary
TwnObj_HatenoVillage_ZeldaDiary_A_01,Diario de Zelda,Zelda's Journal,Journal de Zelda,젤다의 일기,ゼルダの日記,Дневник Зельды,Zelda's dagboek,Diario di Zelda,Zeldas Tagebuch,塞尔达的日记,薩爾達的日記,Journal de Zelda,Diario de Zelda,Zelda's Journal
TwnObj_HatenoVillage_ZeldaDiary_A_03,Diario de Zelda,Zelda's Diary,Journal de Zelda,젤다의 일기,ゼルダの日記,Дневник Зельды,Zelda's dagboek,Diario di Zelda,Zeldas Tagebuch,塞尔达的日记,薩爾達的日記,Journal de Zelda,Diario de Zelda,Zelda's Diary
TwnObj_Village_SheikerHeirDiary_A_02,Diario de ansiedades,Journal of Various Worries,Recueil de soucis,세상의 모든 걱정,よろずお悩み帖,Наши заботы,Gedeelde smart,Preoccupazioni varie,Sorgenbuch,万千烦恼账,萬千煩惱帖,Recueil de soucis,Notas vecinales,Journal of Various Worries
Npc_TamourPlainHatago_004,Dikram,Dmitri,Carvach,딤치,ディムチー,Дмитрий,Dmitri,Dimci,Dima,狄姆奇,狄姆奇,Carvach,Dikram,Dmitri
Npc_Attacked_002,Dilio,Dillie,Cornie,딜,ディル,Дилли,Dillie,Dill,Dillie,狄尔,狄爾,Cornie,Dillie,Dillie
Npc_Zora010,Dimai,Mei,Majeurie,디메,ディーメ,Меи,Mei,Dimag,Dedur,迪美,迪美,Majeurie,Dimai,Mei
Npc_OasisStudent_C,Dinea,Dina,Danaha,디쇼나,ディショーナ,Дина,Dina,Dishona,Dina,狄秀娜,狄秀娜,Danaha,Dinea,Dina
Npc_BaseCampSoldier_Hylia006,Dioto,Mondi,Drudy,도디,ドディ,Друммо,Mondi,Dodim,Dorum,多狄,多狄,Drudy,Diot,Mondi
Npc_BaseCamp009,Domae,Deon,Dénio,도네이,ドーネイ,Нерин,Deon,Neadin,Dioneh,多涅,多涅,Dénio,Domae,Deon
NPC_artist_001,Domayo,Pikango,Kangis,칸기스,カンギス,Пиканго,Pikango,Kanghis,Kangis,康吉思,康吉思,Kangis,Dangis,Pikango
subchallnpc000,Dondak,Domidak,Domida,도미다크,ドミダク,Домидак,Domidak,Domidak,Domidak,多米达克,多米達克,Domida,Dondak,Domidak
Npc_HatenoVillage017,Donthe,Rhodes,Rhodanth,로단테,ロダンテ,Родос,Rhodes,Rhodante,Rhodante,罗丹特,羅丹特,Rhodanth,Donthe,Rhodes
Npc_oasis024,Dorane,Dorrah,Drosine,드롭,ドロップ,Долла,Dorrah,Dolop,Dorrah,多萝普,多羅普,Drosine,Dorane,Dorrah
Npc_Kakariko007,Dorio,Dorian,Durann,두런,ドゥラン,Дориан,Dorian,Dorian,Dorian,多朗,多朗,Durann,Doriand,Dorian
Npc_Zora003,Dorphan,Dorephan,Dorefah,도레판,ドレファン,Дорефан,Dorephan,Dorefan,Dorephan,多雷凡,多雷凡,Dorefah,Dorphan,Dorephan
Npc_HatenoVillage016,Doán,Dantz,Rhodo,단츠,ドダンツ,Дантс,Dantz,Dodan,Dodanz,多当茨,多當茨,Rhodo,Doan,Dantz
Npc_BaseCampSoldier_Hylia005,Drapio,Redhran,Narou,드라피,ドラピ,Холов,Redhran,Drapir,Drapir,铎拉琵,鐸拉琵,Narou,Drapio,Redhran
Npc_Zora037,Dunma,Dunma,Remuse,둔마,ドゥンマ,Дунма,Dunma,Dunma,Dumja,顿玛,頓瑪,Remuse,Dunma,Dunma
Npc_Umii_Kakariko_Scholar_A,Ebary,Ebah,Hébert,에버리,エバリー,Эбе,Ebah,Evary,Ekev,艾巴力,艾巴力,Hébert,Ebary,Ebah
Npc_kokiri006,Edro,Pepp,Povia,페파파,ペパパ,Пепп,Pepp,Pepeppe,Capsicus,培帕帕,培帕帕,Povia,Edro,Pepp
Npc_TabantaBridgeHatago003,Ehna,Ena,Nah,엔,エン,Эна,Ena,En,Ena,蒽,恩,Nah,Ehna,Ena
Npc_RitoHatago003,Eisín,Ponthos,Arassos,보토스,ボトス,Понтос,Ponthos,Botos,Ponthos,波陀司,波陀司,Arassos,Theos,Ponthos
Npc_HyruleDepthHatago006,Elaiza,Aliza,Aliza,일라이자,イライザ,Ализа,Aliza,Irisa,Aliza,伊莱扎,伊雷扎,Aliza,Elaiza,Aliza
