id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Weapon_Lsword_047,Mandoble de la guardia,Royal Guard's Claymore,Espadon de garde royal,근위의 양손검,近衛の両手剣,Гвардейский клеймор,Sheikah-grootzwaard,Spadone da guardia reale,Garde-Zweihänder,近卫双手剑,近衛雙手劍,Espadon de garde royal,Mandoble de la guardia,Royal Guard's Claymore
Weapon_Lsword_051,Gran bumerán,Giant Boomerang,Grand boomerang,빅부메랑,ビッグブーメラン,Огромный бумеранг,Grote boemerang,Gran boomerang,Großer Bumerang,大回旋镖,大迴旋鏢,Grand boomerang,Gran bumerán,Giant Boomerang
Weapon_Lsword_054,Machacarrocas,Boulder Breaker,Brise-montagne,거암 크러셔,巨岩砕き,Скалобой,Steenpletter,Fendimacigni,Bergspalter,碎岩巨剑,碎岩巨劍,Brise-montagne,Machacarrocas,Boulder Breaker
Weapon_Lsword_057,Mandoble del Crepúsculo,Dusk Claymore,Longue épée crépusculaire,황혼의 대검,黄昏の大剣,Клеймор Сумрака,Schemerslagzwaard,Spadone del crepuscolo,Schatten-Zweihänder,黄昏之大剑,黃昏之大劍,Longue épée crépusculaire,Mandoble del Crepúsculo,Dusk Claymore
Weapon_Lsword_059,Espada de Biggoron,Biggoron's Sword,Épée de Biggoron,빅고론도,ダイゴロン刀,Меч Биггорона,Biggorons zwaard,Spada di Grande Goron,Biggoron-Schwert,大鼓隆之剑,大鼓隆之劍,Épée de Biggoron,Espada de Biggoron,Biggoron's Sword
Weapon_Lsword_060,Espada de la fiera deidad,Fierce Deity Sword,Épée du mauvais génie,귀신의 대검,鬼神の大剣,Меч Лютобога,Fierce Deity's tweehander,Spadone della furia divina,Grimmige-Gottheit-Klinge,鬼神大剑,鬼神大劍,Espadon du Dieu démon,Espada de la Fiera Deidad,Fierce Deity Sword
Weapon_Lsword_101,Mandoble de zonnanio,Zonaite Longsword,Espadon de sonium,조나니움 대검,ゾナニウムの大剣,Длинный зонаровый меч,Zonanium slagzwaard,Spadone di zonanio,Sonanium-Großschwert,左纳尼乌姆之大剑,左納尼烏姆之大劍,Espadon de sonium,Mandoble de zonnanio,Zonaite Longsword
Weapon_Lsword_103,Garrote sencillo,Thick Stick,Gourdin,굵은 봉,太い棒,Толстая палка,Dikke stok,Granclava,Prügel,粗棒,粗棒,Gourdin,Garrote sencillo,Thick Stick
Weapon_Lsword_106,Mandoble de viajero,Traveler's Claymore,Espadon de voyageur,여행자의 양손검,旅人の両手剣,Походный клеймор,Reizigersgrootzwaard,Spadone da viandante,Reise-Zweihänder,旅人双手剑,旅人雙手劍,Espadon de voyageur,Mandoble de viajero,Traveler's Claymore
Weapon_Lsword_108,Garrote de madera,Sturdy Thick Stick,Gourdin solide,튼튼한 굵은 봉,丈夫な太棒,Прочная толстая палка,Sterke dikke stok,Granclava massiccia,Hartholz-Prügel,结实粗棒,結實粗棒,Gourdin solide,Garrote de madera,Sturdy Thick Stick
Weapon_Lsword_109,Garrote reforzado,Gnarled Thick Stick,Gourdin noueux,울퉁불퉁한 굵은 봉,節くれ太棒,Узловатая толстая палка,Extra sterke dikke stok,Granclava nodosa,Eisenholz-Prügel,多节粗棒,多節粗棒,Gourdin noueux,Garrote reforzado,Gnarled Thick Stick
Weapon_Lsword_112,Mandoble de soldado,Soldier's Claymore,Espadon de soldat,병사의 양손검,兵士の両手剣,Боевой клеймор,Soldatengrootzwaard,Spadone da soldato,Soldaten-Zweihänder,士兵双手剑,士兵雙手劍,Espadon de soldat,Mandoble de soldado,Soldier's Claymore
Weapon_Lsword_113,Mandoble de caballero,Knight's Claymore,Espadon de chevalier,기사의 양손검,騎士の両手剣,Рыцарский клеймор,Tweehandig ridderzwaard,Spadone da cavaliere,Ritter-Zweihänder,骑士双手剑,騎士雙手劍,Espadon de chevalier,Mandoble de caballero,Knight's Claymore
Weapon_Lsword_114,Mandoble del vigilante,Eightfold Longblade,Sabre de la défiance,잔심의 장도,残心の太刀,Восьмеричный меч,Achtvoudige nodachi,Katana della prontezza,Zanshin-Langschwert,戒心长刀,戒心長刀,Sabre de la défiance,Mandoble del vigilante,Eightfold Longblade
Weapon_Lsword_124,Mandoble real,Royal Claymore,Espadon royal,왕가의 양손검,王家の両手剣,Королевский клеймор,Koninklijk slagzwaard,Spadone reale,Königs-Zweihänder,王族双手剑,王族雙手劍,Espadon royal,Mandoble real,Royal Claymore
Weapon_Lsword_127,Mandoble zora,Zora Longsword,Longue épée Zora,조라의 대검,ゾーラの大剣,Длинный меч зора,Zora-grootzwaard,Spadone Zora,Zora-Großschwert,卓拉大剑,卓拉大劍,Longue épée zora,Mandoble zora,Zora Longsword
Weapon_Lsword_129,Mandoble gerudo,Gerudo Claymore,Espadon Gerudo,겔드의 양손검,ゲルドの両手剣,Клеймор герудо,Gerudo-grootzwaard,Spadone Gerudo,Gerudo-Zweihänder,格鲁德双手剑,格魯德雙手劍,Espadon gerudo,Mandoble gerudo,Gerudo Claymore
Weapon_Lsword_136,Trozarrocas,Cobble Crusher,Casse-pierre,돌 크러셔,石打ち,Щебнерез,Steenwerper,Battirocce,Steinspalter,劈石剑,劈石劍,Casse-pierre,Lanzarrocas,Cobble Crusher
Weapon_Lsword_147,Mandoble de la guardia,Royal Guard's Claymore,Espadon de garde royal,근위의 양손검,近衛の両手剣,Гвардейский клеймор,Sheikah-grootzwaard,Spadone da guardia reale,Garde-Zweihänder,近卫双手剑,近衛雙手劍,Espadon de garde royal,Mandoble de la guardia,Royal Guard's Claymore
Weapon_Lsword_161,Gran cetro mágico,Magic Scepter,Grande baguette magique,마법의 대지팡이,魔法の大杖,Большой волшебный жезл,Grote toverstaf,Grande scettro magico,Großer Zauberstab,魔法大杖,魔法大杖,Grande baguette magique,Gran cetro mágico,Magic Scepter
Weapon_Lsword_163,Mandoble de zonnanio reforzado,Strong Zonaite Longsword,Espadon de sonium robuste,튼튼한 조나니움 대검,ゾナニウムの強大剣,Длинный зонаровый меч+,Zonanium slagzwaard+,Spadone di zonanio robusto,Starkes Sonanium-Großschwert,左纳尼乌姆之强大剑,左納尼烏姆之強大劍,Espadon de sonium robuste,Mandoble de zonnanio reforzado,Strong Zonaite Longsword
Weapon_Lsword_164,Gran mandoble de zonnanio,Mighty Zonaite Longsword,Espadon de sonium surpuissant,강력한 조나니움 대검,ゾナニウムの剛大剣,Длинный зонаровый меч++,Zonanium slagzwaard++,Spadone di zonanio massiccio,Mächtiges Sonanium-Großschwert,左纳尼乌姆之刚大剑,左納尼烏姆之剛大劍,Espadon de sonium surpuissant,Gran mandoble de zonnanio,Mighty Zonaite Longsword
Weapon_Lsword_166,Garrote del aura maligna,Gloom Club,Massue émanatique,독기의 철퇴,瘴気の金棒,Миазмовая дубина,Metalen miasmaknuppel,Mazza miasmatica,Miasma-Prügel,瘴气金属棒,瘴氣金屬棒,Massue miasmatique,Garrote del aura maligna,Gloom Club
Weapon_Lsword_168,Garrote sencillo,Thick Stick,Gourdin,굵은 봉,太い棒,Толстая палка,Dikke stok,Granclava,Prügel,粗棒,粗棒,Gourdin,Garrote sencillo,Thick Stick
Weapon_Lsword_174,Gran bumerán,Giant Boomerang,Grand boomerang,빅부메랑,ビッグブーメラン,Огромный бумеранг,Grote boemerang,Gran boomerang,Großer Bumerang,大回旋镖,大迴旋鏢,Grand boomerang,Gran bumerán,Giant Boomerang
Weapon_Spear_001,Lanza de viajero,Traveler's Spear,Lance de voyageur,여행자의 창,旅人の槍,Походное копье,Reizigersspeer,Lancia da viandante,Reiselanze,旅人之枪,旅人之槍,Lance de voyageur,Lanza de viajero,Traveler's Spear
Weapon_Spear_002,Lanza de soldado,Soldier's Spear,Lance de soldat,병사의 창,兵士の槍,Боевое копье,Soldatenspeer,Lancia da soldato,Soldatenlanze,士兵之枪,士兵之槍,Lance de soldat,Lanza de soldado,Soldier's Spear
Weapon_Spear_003,Lanza de caballero,Knight's Halberd,Hallebarde de chevalier,기사의 창,騎士の槍,Рыцарская алебарда,Ridderhellebaard,Alabarda da cavaliere,Ritter-Hellebarde,骑士之枪,騎士之槍,Hallebarde de chevalier,Lanza de caballero,Knight's Halberd
Weapon_Spear_021,Lanza oxidada,Rusty Halberd,Hallebarde rouillée,녹슨 창,錆びた槍,Ржавая алебарда,Verroeste hellebaard,Alabarda arrugginita,Verrostete Hellebarde,生锈的枪,生鏽的槍,Hallebarde rouillée,Lanza oxidada,Rusty Halberd
Weapon_Spear_022,Rastrillo,Farmer's Pitchfork,Fourche,밭의 쇠스랑,畑のフォーク,Вилы,Hooivork,Forcone,Heugabel,农用钉耙,農用釘耙,Fourche,Horca,Farmer's Pitchfork
Weapon_Spear_024,Lanza real,Royal Halberd,Hallebarde royale,왕가의 창,王家の槍,Королевская алебарда,Koninklijke hellebaard,Alabarda reale,Königs-Hellebarde,王族之枪,王族之槍,Hallebarde royale,Lanza real,Royal Halberd
Weapon_Spear_025,Lanza del bosque,Forest Dweller's Spear,Lance des sylvains,숲에 사는 자의 창,森人の槍,Лесное копье,Woudspeer,Lancia silvana,Waldlanze,森民之枪,森民之槍,Lance des sylvains,Lanza del bosque,Forest Dweller's Spear
Weapon_Spear_027,Lanza zora,Zora Spear,Lance Zora,조라의 창,ゾーラの槍,Копье зора,Zora-speer,Lancia Zora,Zora-Lanze,卓拉之枪,卓拉之槍,Lance zora,Lanza zora,Zora Spear
Weapon_Spear_029,Lanza gerudo,Gerudo Spear,Trident Gerudo,겔드의 창,ゲルドの槍,Копье герудо,Gerudo-speer,Tridente Gerudo,Gerudo-Lanze,格鲁德之枪,格魯德之槍,Trident gerudo,Lanza gerudo,Gerudo Spear
Weapon_Spear_030,Lanza arrojadiza,Throwing Spear,Javelot,투척 창,投てき槍,Дротик,Werpspeer,Giavellotto,Wurfspeer,投枪,投槍,Javelot,Lanza arrojadiza,Throwing Spear
Weapon_Spear_032,Lanza emplumada,Feathered Spear,Lance rémige,날개깃의 창,風切羽の槍,Полетное копье,Eksterspeer,Lancia piume in volo,Elsternlanze,斩风羽枪,斬風羽槍,Lance rémige,Lanza de plumas,Feathered Spear
Weapon_Spear_036,Trapeador,Wooden Mop,Moppe,나무 대걸레,木のモップ,Деревянная швабра,Zwabber,Scopettone,Wischmopp,木拖把,木拖把,Balai à franges,Fregona,Wooden Mop
Weapon_Spear_038,Arpón,Fishing Harpoon,Harpon de pêcheur,어부의 작살,漁師のモリ,Рыбацкий гарпун,Harpoen,Arpione,Fischerharpune,渔夫的鱼叉,漁夫的魚叉,Harpon de pêcheur,Arpón,Fishing Harpoon
Weapon_Spear_047,Lanza de la guardia,Royal Guard's Spear,Hallebarde de garde royal,근위의 창,近衛の槍,Гвардейская алебарда,Sheikah-hellebaard,Alabarda da guardia reale,Garde-Hellebarde,近卫之枪,近衛之槍,Hallebarde de garde royal,Lanza de la guardia,Royal Guard's Spear
Weapon_Spear_050,Lanza de la escama,Lightscale Trident,Lance d'écailles radieuse,광린의 창,光鱗の槍,Трезубец Чешуи Света,Lichtschubbenspeer,Tridente scagliadiluce,Lichtschuppenlanze,光鳞之枪,光鱗之槍,Lance d'écailles radieuse,Tridente de escamas,Lightscale Trident
Weapon_Spear_101,Lanza de zonnanio,Zonaite Spear,Lance de sonium,조나니움 창,ゾナニウムの槍,Зонаровое копье,Zonanium speer,Lancia di zonanio,Sonanium-Lanze,左纳尼乌姆之枪,左納尼烏姆之槍,Lance de sonium,Lanza de zonnanio,Zonaite Spear
Weapon_Spear_103,Lanza de palo,Long Stick,Long bâton,장봉,長い棒,Длинная палка,Lange stok,Bastone,Ast,长棒,長棒,Long bâton,Lanza de palo,Long Stick
Weapon_Spear_106,Lanza de viajero,Traveler's Spear,Lance de voyageur,여행자의 창,旅人の槍,Походное копье,Reizigersspeer,Lancia da viandante,Reiselanze,旅人之枪,旅人之槍,Lance de voyageur,Lanza de viajero,Traveler's Spear
Weapon_Spear_108,Lanza de palo reforzada,Sturdy Long Stick,Long bâton solide,튼튼한 장봉,丈夫な長棒,Крепкая длинная палка,Sterke lange stok,Bastone massiccio,Hartholz-Ast,结实长棒,結實長棒,Long bâton solide,Lanza de palo reforzada,Sturdy Long Stick
Weapon_Spear_109,Gran lanza de palo,Gnarled Long Stick,Long bâton noueux,울퉁불퉁한 장봉,節くれ長棒,Узловатая длинная палка,Extra sterke lange stok,Bastone nodoso,Eisenholz-Ast,多节长棒,多節長棒,Long bâton noueux,Gran lanza de palo,Gnarled Long Stick
Weapon_Spear_112,Lanza de soldado,Soldier's Spear,Lance de soldat,병사의 창,兵士の槍,Боевое копье,Soldatenspeer,Lancia da soldato,Soldatenlanze,士兵之枪,士兵之槍,Lance de soldat,Lanza de soldado,Soldier's Spear
Weapon_Spear_113,Lanza de caballero,Knight's Halberd,Hallebarde de chevalier,기사의 창,騎士の槍,Рыцарская алебарда,Ridderhellebaard,Alabarda da cavaliere,Ritter-Hellebarde,骑士之枪,騎士之槍,Hallebarde de chevalier,Lanza de caballero,Knight's Halberd
Weapon_Spear_124,Lanza real,Royal Halberd,Hallebarde royale,왕가의 창,王家の槍,Королевская алебарда,Koninklijke hellebaard,Alabarda reale,Königs-Hellebarde,王族之枪,王族之槍,Hallebarde royale,Lanza real,Royal Halberd
Weapon_Spear_125,Lanza del bosque,Forest Dweller's Spear,Lance des sylvains,숲에 사는 자의 창,森人の槍,Лесное копье,Woudspeer,Lancia silvana,Waldlanze,森民之枪,森民之槍,Lance des sylvains,Lanza del bosque,Forest Dweller's Spear
Weapon_Spear_127,Lanza zora,Zora Spear,Lance Zora,조라의 창,ゾーラの槍,Копье зора,Zora-speer,Lancia Zora,Zora-Lanze,卓拉之枪,卓拉之槍,Lance zora,Lanza zora,Zora Spear
Weapon_Spear_129,Lanza gerudo,Gerudo Spear,Trident Gerudo,겔드의 창,ゲルドの槍,Копье герудо,Gerudo-speer,Tridente Gerudo,Gerudo-Lanze,格鲁德之枪,格魯德之槍,Trident gerudo,Lanza gerudo,Gerudo Spear
Weapon_Spear_132,Lanza emplumada,Feathered Spear,Lance rémige,날개깃의 창,風切羽の槍,Полетное копье,Eksterspeer,Lancia piume in volo,Elsternlanze,斩风羽枪,斬風羽槍,Lance rémige,Lanza de plumas,Feathered Spear
Weapon_Spear_147,Lanza de la guardia,Royal Guard's Spear,Hallebarde de garde royal,근위의 창,近衛の槍,Гвардейская алебарда,Sheikah-hellebaard,Alabarda da guardia reale,Garde-Hellebarde,近卫之枪,近衛之槍,Hallebarde de garde royal,Lanza de la guardia,Royal Guard's Spear
Weapon_Spear_161,Cetro mágico supremo,Magic Staff,Longue baguette magique,마법의 장지팡이,魔法の長杖,Длинный волшебный жезл,Lange toverstaf,Scettro magico supremo,Langer Zauberstab,魔法长杖,魔法長杖,Longue baguette magique,Cetro mágico supremo,Magic Staff
Weapon_Spear_163,Lanza de zonnanio reforzada,Strong Zonaite Spear,Lance de sonium robuste,튼튼한 조나니움 창,ゾナニウムの強槍,Зонаровое копье+,Zonanium speer+,Lancia di zonanio rinforzata,Starke Sonanium-Lanze,左纳尼乌姆之强枪,左納尼烏姆之強槍,Lance de sonium robuste,Lanza de zonnanio reforzada,Strong Zonaite Spear
Weapon_Spear_164,Gran lanza de zonnanio,Mighty Zonaite Spear,Lance de sonium surpuissante,강력한 조나니움 창,ゾナニウムの剛槍,Зонаровое копье++,Zonanium speer++,Lancia di zonanio massiccia,Mächtige Sonanium-Lanze,左纳尼乌姆之刚枪,左納尼烏姆之剛槍,Lance de sonium surpuissante,Gran lanza de zonnanio,Mighty Zonaite Spear
Weapon_Spear_166,Lanza del aura maligna,Gloom Spear,Hallebarde émanatique,독기의 창,瘴気の槍,Миазмовое копье,Miasmaspeer,Lancia miasmatica,Miasma-Lanze,瘴气之枪,瘴氣之槍,Hallebarde miasmatique,Lanza del aura maligna,Gloom Spear
Weapon_Spear_168,Lanza de palo,Long Stick,Long bâton,장봉,長い棒,Длинная палка,Lange stok,Bastone,Ast,长棒,長棒,Long bâton,Lanza de palo,Long Stick
Weapon_Spear_173,Lanza arrojadiza,Throwing Spear,Javelot,투척 창,投てき槍,Дротик,Werpspeer,Giavellotto,Wurfspeer,投枪,投槍,Javelot,Lanza arrojadiza,Throwing Spear
Weapon_Sword_001,Espada de viajero,Traveler's Sword,Épée de voyageur,여행자의 검,旅人の剣,Походный меч,Reizigerszwaard,Spada da viandante,Reiseschwert,旅人之剑,旅人之劍,Épée de voyageur,Espada de viajero,Traveler's Sword
Weapon_Sword_002,Espada de soldado,Soldier's Broadsword,Épée de soldat,병사의 검,兵士の剣,Боевой меч,Soldatenzwaard,Spada da soldato,Soldatenschwert,士兵之剑,士兵之劍,Épée de soldat,Espada de soldado,Soldier's Broadsword
Weapon_Sword_003,Espada de caballero,Knight's Broadsword,Épée de chevalier,기사의 검,騎士の剣,Рыцарский меч,Ridderzwaard,Spada da cavaliere,Ritterschwert,骑士之剑,騎士之劍,Épée de chevalier,Espada de caballero,Knight's Broadsword
Weapon_Sword_019,Hueso de bokoblin,Bokoblin Arm,Os de Bokoblin,보코블린의 뼈,ボコブリンの骨,Лапа бокоблина,Bokoblin-arm,Braccio di stalboblin,Bokblin-Knochen,波克布林之骨,波克布林之骨,Os de Bokoblin,Brazo de bokoblin,Bokoblin Arm
Weapon_Sword_020,Hueso de lizalfos,Lizalfos Arm,Os de Lézalfos,리잘포스의 뼈,リザルフォスの骨,Лапа заврофоса,Lizalfos-arm,Braccio di stallizalfos,Echsalfos-Knochen,蜥蜴战士之骨,蜥蜴戰士之骨,Os de Lézalfos,Brazo de lizalfos,Lizalfos Arm
Weapon_Sword_021,Espada oxidada,Rusty Broadsword,Épée rouillée,녹슨 검,錆びた剣,Ржавый меч,Verroest zwaard,Spada arrugginita,Verrostetes Schwert,生锈的剑,生鏽的劍,Épée rouillée,Espada oxidada,Rusty Broadsword
Weapon_Sword_022,Cuchara de madera,Soup Ladle,Louche,나무 국자,木のオタマ,Деревянный черпак,Houten lepel,Mestolo di legno,Holzkelle,木汤勺,木湯勺,Louche,Cuchara de madera,Soup Ladle
Weapon_Sword_024,Espada real,Royal Broadsword,Épée royale,왕가의 검,王家の剣,Королевский меч,Koninklijk zwaard,Spada reale,Königsschwert,王族之剑,王族之劍,Épée royale,Espada real,Royal Broadsword
Weapon_Sword_025,Espada del bosque,Forest Dweller's Sword,Épée des sylvains,숲에 사는 자의 검,森人の剣,Лесной меч,Woudzwaard,Spada silvana,Waldschwert,森民之剑,森民之劍,Épée des sylvains,Espada del bosque,Forest Dweller's Sword
Weapon_Sword_027,Espada zora,Zora Sword,Épée Zora,조라의 검,ゾーラの剣,Меч зора,Zora-zwaard,Spada Zora,Zora-Schwert,卓拉之剑,卓拉之劍,Épée zora,Espada zora,Zora Sword
Weapon_Sword_029,Daga gerudo,Gerudo Scimitar,Cimeterre Gerudo,겔드의 나이프,ゲルドのナイフ,Сабля герудо,Gerudo-kromzwaard,Scimitarra Gerudo,Gerudo-Messer,格鲁德匕首,格魯德匕首,Cimeterre gerudo,Daga gerudo,Gerudo Scimitar
Weapon_Sword_031,Espada de pluma,Feathered Edge,Lame rémige,날개깃의 검,風切羽の剣,Полетный меч,Verenkling,Spada piume in volo,Eisvogelschwert,斩风羽剑,斬風羽劍,Lame rémige,Espada de pluma,Feathered Edge
Weapon_Sword_041,Espada del vigilante,Eightfold Blade,Petit sabre Sheikah,잔심의 단도,残心の小刀,Восьмеричный клинок,Achtvoudige tanto,Kogatana della prontezza,Zanshin-Kurzschwert,戒心小刀,戒心小刀,Petit sabre de la défiance,Espada del vigilante,Eightfold Blade
Weapon_Sword_043,Antorcha,Torch,Torche,횃불,たいまつ,Факел,Fakkel,Torcia,Fackel,火把,火把,Torche,Antorcha,Torch
Weapon_Sword_044,Rama de árbol,Tree Branch,Branche d'arbre,나뭇가지,木の枝,Ветка,Tak,Ramo,Rute,木枝,木枝,Branche d'arbre,Rama de árbol,Tree Branch
Weapon_Sword_047,Espada de la guardia,Royal Guard's Sword,Épée de garde royal,근위의 검,近衛の剣,Гвардейский меч,Sheikah-zwaard,Spada da guardia reale,Gardeschwert,近卫之剑,近衛之劍,Épée de garde royal,Espada de la guardia,Royal Guard's Sword
Weapon_Sword_051,Bumerán,Boomerang,Boomerang,부메랑,ブーメラン,Бумеранг,Boemerang,Boomerang,Bumerang,回旋镖,迴旋鏢,Boomerang,Bumerán,Boomerang
Weapon_Sword_052,Cimitarra de la ira,Scimitar of the Seven,Cimeterre des sept joyaux,칠보의 나이프,七宝のナイフ,Сабля Семи,Zwaard van de Zeven,Scimitarra dei tesori,Schatzsäbel,七宝匕首,七寶匕首,Cimeterre des sept joyaux,Cimitarra de la ira,Scimitar of the Seven
Weapon_Sword_057,Espada alba celeste,White Sword of the Sky,Blanche épée céleste,천공의 백도검,天空の白刃剣,Белый небесный меч,Hemelwit zwaard,Spada eburnea celeste,Himmelweißes Schwert,天空的白刃剑,天空的白刃劍,Blanche épée céleste,Espada alba celeste,White Sword of the Sky
Weapon_Sword_058,Espada del héroe,Sword of the Hero,Épée de l'Éveil,시작의 검,始まりの剣,Меч Героя,Heldenzwaard,Spada delle origini,Heldenschwert,初始之剑,初始之劍,Épée du Prélude,Espada del héroe,Sword of the Hero
Weapon_Sword_059,Bumerán del viento,Sea-Breeze Boomerang,Boomerang du vent marin,해풍의 부메랑,海風のブーメラン,Бумеранг бриза,Zeebriesboemerang,Boomerang della brezza,Seewind-Bumerang,海风回旋镖,海風迴旋鏢,Boomerang du vent marin,Bumerán del viento,Sea-Breeze Boomerang
Weapon_Sword_070,Espada Maestra,Master Sword,Épée de légende,마스터 소드,マスターソード,Высший Меч,Meesterzwaard,Spada suprema,Master-Schwert,大师之剑,大師之劍,Épée de légende,Espada Maestra,Master Sword
Weapon_Sword_070_Broken,Espada Maestra deteriorada,Decayed Master Sword,Épée de légende corrodée,망가진 마스터 소드,朽ちたマスターソード,Поврежденный Высший Меч,Aangetast Meesterzwaard,Spada suprema corrosa,Zerfressenes Master-Schwert,腐朽的大师之剑,腐朽的大師之劍,Épée de légende corrodée,Espada Maestra deteriorada,Decayed Master Sword
Weapon_Sword_101,Sable de zonnanio,Zonaite Sword,Épée de sonium,조나니움 검,ゾナニウムの剣,Зонаровый меч,Zonanium zwaard,Spada di zonanio,Sonanium-Schwert,左纳尼乌姆之剑,左納尼烏姆之劍,Épée de sonium,Sable de zonnanio,Zonaite Sword
Weapon_Sword_103,Palo de madera,Wooden Stick,Bâton,나무 봉,木の棒,Палка,Houten stok,Clava di legno,Einfacher Stock,木棒,木棒,Bâton,Palo de madera,Wooden Stick
Weapon_Sword_105,Bumerán,Boomerang,Boomerang,부메랑,ブーメラン,Бумеранг,Boemerang,Boomerang,Bumerang,回旋镖,迴旋鏢,Boomerang,Bumerán,Boomerang
Weapon_Sword_106,Espada de viajero,Traveler's Sword,Épée de voyageur,여행자의 검,旅人の剣,Походный меч,Reizigerszwaard,Spada da viandante,Reiseschwert,旅人之剑,旅人之劍,Épée de voyageur,Espada de viajero,Traveler's Sword
Weapon_Sword_107,Bumerán lizal,Lizal Boomerang,Boomerang lézal,리잘부메랑,リザルブーメラン,Завроранг,Lizal-boemerang,Lizaloomerang,Echsalbumerang,蜥蜴回旋镖,蜥蜴迴旋鏢,Boomerang lézal,Bumerán lizal,Lizal Boomerang
Weapon_Sword_108,Palo de madera resistente,Sturdy Wooden Stick,Bâton solide,튼튼한 나무 봉,丈夫な木の棒,Крепкая палка,Sterke houten stok,Clava di legno resistente,Hartholz-Stock,结实木棒,結實木棒,Bâton solide,Palo de madera resistente,Sturdy Wooden Stick
Weapon_Sword_109,Palo reforzado,Gnarled Wooden Stick,Bâton noueux,울퉁불퉁한 나무 봉,節くれ木の棒,Узловатая палка,Extra sterke houten stok,Clava di legno nodosa,Eisenholz-Stock,多节木棒,多節木棒,Bâton noueux,Palo reforzado,Gnarled Wooden Stick
Weapon_Sword_112,Espada de soldado,Soldier's Broadsword,Épée de soldat,병사의 검,兵士の剣,Боевой меч,Soldatenzwaard,Spada da soldato,Soldatenschwert,士兵之剑,士兵之劍,Épée de soldat,Espada de soldado,Soldier's Broadsword
Weapon_Sword_113,Espada de caballero,Knight's Broadsword,Épée de chevalier,기사의 검,騎士の剣,Рыцарский меч,Ridderzwaard,Spada da cavaliere,Ritterschwert,骑士之剑,騎士之劍,Épée de chevalier,Espada de caballero,Knight's Broadsword
