id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Armor_009_Upper,Túnica orni,Snowquill Tunic,Tunique duveteuse Piaf,리토의 날개 옷,リトの羽毛服,Зимняя туника,Rito-hemd,Tunica Rito,Orni-Gewand,利特的羽绒服,利特的羽絨服,Tunique duveteuse piaf,Túnica orni,Snowquill Tunic
Armor_011_Head,Casco ignífugo,Flamebreaker Helm,Casque de pierre,방염의 돌투구,耐火の石兜,Пожарный шлем,Anti-vuurhelm,Elmoroccia ignifugo,Anti-Feuer-Helm,耐火石盔,耐火石盔,Casque de pierre,Casco ignífugo,Flamebreaker Helm
Armor_011_Lower,Grebas ignífugas,Flamebreaker Boots,Bottes de pierre,방염의 돌신,耐火の石靴,Пожарные сапоги,Anti-vuurlaarzen,Scarperoccia ignifughe,Anti-Feuer-Hose,耐火石鞋,耐火石鞋,Bottes de pierre,Grebas ignífugas,Flamebreaker Boots
Armor_011_Upper,Armadura ignífuga,Flamebreaker Armor,Armure de pierre,방염의 돌갑옷,耐火の石鎧,Пожарные доспехи,Anti-vuurpantser,Armaturoccia ignifuga,Anti-Feuer-Rüstung,耐火石铠,耐火石鎧,Armure de pierre,Armadura ignífuga,Flamebreaker Armor
Armor_012_Head,Máscara sheikah,Stealth Mask,Masque furtif,은밀 마스크,忍びマスク,Маска скрытности,Ninjamasker,Maschera furtiva,Ninja-Maske,潜行面罩,潛行面罩,Masque furtif,Máscara de sigilo,Stealth Mask
Armor_012_Lower,Mallas sheikah,Stealth Tights,Chausses furtives,은밀 타이츠,忍びタイツ,Трико скрытности,Ninjabroek,Calzamaglia furtiva,Ninja-Hose,潜行紧身裤,潛行緊身褲,Chausses furtives,Mallas de sigilo,Stealth Tights
Armor_012_Upper,Armadura sheikah,Stealth Chest Guard,Combinaison furtive,은밀 슈트,忍びスーツ,Нагрудник скрытности,Ninja-outfit,Completo furtivo,Ninja-Anzug,潜行紧身服,潛行緊身服,Combinaison furtive,Túnica de sigilo,Stealth Chest Guard
Armor_014_Head,Pañuelo montañés,Climber's Bandanna,Bandana d'escalade,클라이밍 두건,クライムバンダナ,Скальный платок,Klimbandana,Bandana da scalata,Kletterkopftuch,攀登头巾,攀登頭巾,Bandana d'escalade,Pañuelo de escalada,Climber's Bandanna
Armor_014_Lower,Botas de montañés,Climbing Boots,Souliers d'escalade,클라이밍 슈즈,クライムシューズ,Скальные туфли,Klimschoenen,Scarpette da scalata,Kletterschuhe,攀登鞋,攀登鞋,Souliers d'escalade,Mallas de escalada,Climbing Boots
Armor_014_Upper,Camiseta de montañés,Climbing Gear,Gant d'escalade,클라이밍 장비,クライムグローブ,Скальное снаряжение,Klimhandschoen,Tenuta da scalata,Kletterhandschuh,攀登护手,攀登護手,Gant d'escalade,Camiseta de escalada,Climbing Gear
Armor_017_Head,Máscara luminosa,Radiant Mask,Masque nox,야광 마스크,夜光マスク,Светящаяся маска,Lichtgevend masker,Maschera lumisera,Leuchtmaske,夜光面罩,夜光面罩,Masque nox,Máscara luminosa,Radiant Mask
Armor_017_Lower,Mallas luminosas,Radiant Tights,Chausses nox,야광 타이츠,夜光タイツ,Светящееся трико,Lichtgevende legging,Calzamaglia lumisera,Leuchthose,夜光紧身裤,夜光緊身褲,Chausses nox,Mallas luminosas,Radiant Tights
Armor_017_Upper,Camiseta luminosa,Radiant Shirt,Combinaison nox,야광 슈트,夜光スーツ,Светящаяся камиза,Lichtgevend hemd,Maglia lumisera,Leuchtanzug,夜光紧身服,夜光緊身服,Combinaison nox,Camiseta luminosa,Radiant Shirt
Armor_020_Head,Casco hyliano,Soldier's Helm,Casque de soldat,하일리아 병사의 투구,ハイリア兵の兜,Хайлийский шлем,Hyliaanse helm,Elmo Hylia,Hylia-Helm,海利亚士兵头盔,海利亞士兵頭盔,Casque de soldat,Casco hyliano,Soldier's Helm
Armor_020_Lower,Grebas hylianas,Soldier's Greaves,Jambières de soldat,하일리아 병사의 경갑,ハイリア兵のすねあて,Хайлийские поножи,Hyliaanse scheenplaten,Gambali Hylia,Hylia-Beinschutz,海利亚士兵护胫,海利亞士兵護脛,Jambières de soldat,Grebas hylianas,Soldier's Greaves
Armor_020_Upper,Armadura hyliana,Soldier's Armor,Armure de soldat,하일리아 병사의 갑옷,ハイリア兵の鎧,Хайлийские доспехи,Hyliaans harnas,Armatura Hylia,Hylia-Rüstung,海利亚士兵铠甲,海利亞士兵鎧甲,Armure de soldat,Armadura hyliana,Soldier's Armor
Armor_022_Head,Máscara de bokoblin,Bokoblin Mask,Masque de Bokoblin,보코블린 마스크,ボコブリンマスク,Голова бокоблина,Bokoblin-masker,Maschera da boblin,Bokblin-Maske,波克布林面罩,波克布林面罩,Masque de Bokoblin,Máscara de bokoblin,Bokoblin Mask
Armor_024_Head,Diadema con diamante,Diamond Circlet,Diadème diamant,다이아 머리 장식,ダイヤの頭飾り,Диадема с алмазом,Diadeem met diamant,Diadema con diamante,Diamant-Stirnband,钻石头饰,鑽石頭飾,Diadème diamant,Diadema de diamante,Diamond Circlet
Armor_025_Head,Diadema con rubí,Ruby Circlet,Diadème rubis,루비 머리 장식,ルビーの頭飾り,Повязка с рубином,Diadeem met robijn,Diadema con rubino,Rhodonit-Stirnband,红宝石头饰,紅寶石頭飾,Diadème rubis,Diadema de rubí,Ruby Circlet
Armor_026_Head,Diadema con zafiro,Sapphire Circlet,Diadème saphir,사파이어 머리 장식,サファイアの頭飾り,Диадема с сапфиром,Diadeem met saffier,Diadema con zaffiro,Saphir-Stirnband,蓝宝石头饰,藍寶石頭飾,Diadème saphir,Diadema de zafiro,Sapphire Circlet
Armor_027_Head,Aretes de topacio,Topaz Earrings,Boucles de topaze,토파즈 귀걸이,トパーズの耳飾り,Топазовые серьги,Topazen oorbellen,Orecchini con topazi,Topas-Ohrringe,黄玉耳坠,黃玉耳墜,Boucles de topaze,Pendientes de topacio,Topaz Earrings
Armor_028_Head,Aretes de ópalo,Opal Earrings,Boucles d'opale,오팔 귀걸이,オパールの耳飾り,Опаловые серьги,Opalen oorbellen,Orecchini con opale,Opal-Ohrringe,蛋白石耳坠,蛋白石耳墜,Boucles d'opale,Pendientes de ópalo,Opal Earrings
Armor_029_Head,Aretes de ámbar,Amber Earrings,Boucles d'ambre,호박 귀걸이,コハクの耳飾り,Янтарные серьги,Barnstenen oorbellen,Orecchini in ambra,Bernstein-Ohrringe,琥珀耳坠,琥珀耳墜,Boucles d'ambre,Pendientes de ámbar,Amber Earrings
Armor_045_Head,Máscara de moblin,Moblin Mask,Masque de Moblin,모리블린 마스크,モリブリンマスク,Голова моблина,Moblin-masker,Maschera da grublin,Moblin-Maske,莫力布林面罩,莫力布林面罩,Masque de Moblin,Máscara de moblin,Moblin Mask
Armor_046_Head,Casco aislante,Rubber Helm,Casque isolant,러버 캡,ラバーキャップ,Резиновый шлем,Rubberen helm,Elmo di gomma,Isolierhelm,橡胶头盔,橡膠頭盔,Casque isolant,Casco aislante,Rubber Helm
Armor_046_Lower,Pantalón aislante,Rubber Tights,Pantalon isolant,러버 타이츠,ラバータイツ,Резиновые поножи,Rubberen broek,Calzamaglia di gomma,Isolierhose,橡胶紧身裤,橡膠緊身褲,Pantalon isolant,Pantalón aislante,Rubber Tights
Armor_046_Upper,Armadura aislante,Rubber Armor,Combinaison isolante,러버 슈트,ラバースーツ,Резиновые доспехи,Rubberen harnas,Completo di gomma,Isolierrüstung,橡胶紧身服,橡膠緊身服,Combinaison isolante,Túnica aislante,Rubber Armor
Armor_048_Head,Casco de bárbaro,Barbarian Helm,Casque barbare,야만족의 투구,蛮族の兜,Шлем варвара,Barbarenhelm,Maschera da barbaro,Barbarenmaske,蛮族头盔,蠻族頭盔,Casque barbare,Casco de bárbaro,Barbarian Helm
Armor_048_Lower,Pantalón de bárbaro,Barbarian Leg Wraps,Culotte barbare,야만족의 하의,蛮族の腰巻き,Шорты варвара,Barbarenbroek,Pantaloncini da barbaro,Barbarenhose,蛮族短裤,蠻族短褲,Culotte barbare,Pantalón de bárbaro,Barbarian Leg Wraps
Armor_048_Upper,Armadura de bárbaro,Barbarian Armor,Gilet barbare,야만족의 옷,蛮族の服,Наряд варвара,Barbarenharnas,Vestiti da barbaro,Barbarenkleider,蛮族服,蠻族服,Gilet barbare,Pechera de bárbaro,Barbarian Armor
Armor_049_Lower,Botas del desierto,Sand Boots,Bottes des sables,샌드 부츠,サンドブーツ,Сапоги-пескоходы,Zandlaarzen,Stivali da sabbia,Sandstiefel,沙地靴,沙地靴,Bottes des sables,Botas del desierto,Sand Boots
Armor_055_Head,Máscara de lizalfos,Lizalfos Mask,Masque de Lézalfos,리잘포스 마스크,リザルフォスマスク,Голова заврофоса,Lizalfos-masker,Maschera da lizalfos,Echsalfos-Maske,蜥蜴战士面罩,蜥蜴戰士面罩,Masque de Lézalfos,Máscara de lizalfos,Lizalfos Mask
Armor_056_Head,Máscara de centaleón,Lynel Mask,Masque de Centaléo,라이넬 마스크,ライネルマスク,Голова левра,Lynel-masker,Maschera da lynel,Leunen-Maske,莱尼尔面罩,萊尼爾面罩,Masque de Lynel,Máscara de centaleón,Lynel Mask
Armor_1006_Head,Máscara aerodinámica,Glide Mask,Masque de chute libre,글라이딩 마스크,グライドマスク,Аэромаска,Aerodynamisch masker,Maschera aerodinamica,Aero-Maske,滑翔面罩,滑翔面罩,Masque de chute libre,Máscara aerodinámica,Glide Mask
Armor_1006_Lower,Pantalón aerodinámico,Glide Tights,Chausses de chute libre,글라이딩 타이츠,グライドタイツ,Аэроштаны,Aerodynamische broek,Pantaloni aerodinamici,Aero-Beinschutz,滑翔紧身裤,滑翔緊身褲,Chausses de chute libre,Pantalón aerodinámico,Glide Tights
Armor_1006_Upper,Túnica aerodinámica,Glide Shirt,Combinaison de chute libre,글라이딩 슈트,グライドスーツ,Аэротуника,Aerodynamisch hemd,Veste aerodinamica,Aero-Harnisch,滑翔紧身服,滑翔緊身服,Combinaison de chute libre,Túnica aerodinámica,Glide Shirt
Armor_1036_Head,Espíritu del héroe ancestral,Ancient Hero's Aspect,Esprit du héros ancestral,고대의 용사의 영혼,古の勇者の魂,Дух героя древности,Held-van-weleergedaante,Spirito dell'eroe ancestrale,Heldengeist aus uralter Zeit,古代勇者之魂,古代勇者之魂,Esprit du héros ancestral,Espíritu del héroe ancestral,Ancient Hero's Aspect
Armor_1043_Lower,Sandalias arcaicas,Archaic Legwear,Vieilles spartiates,낡은 하의,古びた下履き,Старые сандалии,Afgedragen schoeisel,Sandali logori,Altes Beinkleid,残旧的鞋子,殘舊的鞋子,Vieilles spartiates,Sandalias arcaicas,Archaic Legwear
Armor_1043_Upper,Toga arcaica,Archaic Tunic,Vieille toge,낡은 토가,古びたトーガ,Старая короткая тога,Afgedragen toga,Tunica logora,Alte Toga,残旧的外衣,殘舊的外衣,Vieille toge,Toga arcaica,Archaic Tunic
Armor_1044_Lower,Botas forradas arcaicas,Archaic Warm Greaves,Vieilles chausses doublées,낡은 방한복,古びた防寒着,Старые теплые штаны,Afgedragen warme laarzen,Schinieri antifreddo,Alte Winterhose,残旧的防寒服,殘舊的防寒服,Vieilles chausses doublées,Botas forradas arcaicas,Archaic Warm Greaves
Armor_1046_Head,Capucha anfibia,Froggy Hood,Capuche de batracien,개구리의 두건,カワズの頭巾,Квакшин капюшон,Kikkerkap,Copricapo anfibio,Kröten-Kapuze,蛙之头巾,蛙之頭巾,Capuche de batracien,Capucha anfibia,Froggy Hood
Armor_1046_Lower,Grebas anfibias,Froggy Leggings,Jambières de batracien,개구리의 덧신,カワズの足袋,Квакшины поножи,Kikkerscheenplaten,Gambali anfibi,Kröten-Stiefel,蛙之足袋,蛙之足袋,Jambières de batracien,Grebas anfibias,Froggy Leggings
Armor_1046_Upper,Hombrera anfibia,Froggy Sleeve,Épaulière de batracien,개구리의 토시,カワズの手甲,Квакшины рукава,Kikkerarmstuk,Manica anfibia,Kröten-Anzug,蛙之手甲,蛙之手甲,Épaulière de batracien,Hombrera anfibia,Froggy Sleeve
Armor_1051_Head,Máscara de minero,Miner's Mask,Masque de mineur,채굴용 마스크,採掘のマスク,Маска рудокопа,Mijnwerkersmasker,Maschera da minatore,Untertage-Maske,采矿面罩,採礦面罩,Masque de mineur,Máscara de minero,Miner's Mask
Armor_1051_Lower,Pantalón de minero,Miner's Trousers,Pantalon de mineur,채굴용 바지,採掘のズボン,Штаны рудокопа,Mijnwerkersbroek,Pantaloni da minatore,Untertage-Hose,采矿裤子,採礦褲子,Pantalon de mineur,Pantalón de minero,Miner's Trousers
Armor_1051_Upper,Coraza de minero,Miner's Top,Plastron de mineur,채굴용 옷,採掘の服,Облачение рудокопа,Mijnwerkersvest,Corazza da minatore,Untertage-Harnisch,采矿服,採礦服,Plastron de mineur,Coraza de minero,Miner's Top
Armor_1061_Head,Tocado de la llama,Ember Headdress,Coiffe du brasier,화염의 머리 장식,火炎の頭飾り,Рога пламени,Vuurhoofdband,Copricapo del fuoco,Flammenkopfschmuck,火焰头饰,火焰頭飾,Coiffe du brasier,Tocado de la llama,Ember Headdress
Armor_1061_Lower,Pantalón de la llama,Ember Trousers,Pantalon du brasier,화염의 바지,火炎のズボン,Штаны пламени,Vuurbroek,Pantaloni del fuoco,Flammenhose,火焰裤子,火焰褲子,Pantalon du brasier,Pantalón de la llama,Ember Trousers
Armor_1061_Upper,Túnica de la llama,Ember Shirt,Manteau du brasier,화염의 옷,火炎の服,Облачение пламени,Vuurhemd,Veste del fuoco,Flammenwams,火焰服,火焰服,Manteau du brasier,Túnica de la llama,Ember Shirt
Armor_1066_Head,Tocado de la centella,Charged Headdress,Coiffe de la foudre,뇌광의 머리 장식,雷光の頭飾り,Рог грозы,Bliksemhoofdband,Copricapo del fulmine,Blitzstrahlkopfschmuck,雷光头饰,雷光頭飾,Coiffe de la foudre,Tocado de la centella,Charged Headdress
Armor_1066_Lower,Pantalón de la centella,Charged Trousers,Culotte de la foudre,뇌광의 바지,雷光のズボン,Штаны грозы,Bliksembroek,Pantaloni del fulmine,Blitzstrahlhose,雷光裤子,雷光褲子,Culotte de la foudre,Pantalón de la centella,Charged Trousers
Armor_1066_Upper,Loriga de la centella,Charged Shirt,Parure de la foudre,뇌광의 옷,雷光の服,Облачение грозы,Bliksemhemd,Lorica del fulmine,Blitzstrahlumhang,雷光服,雷光服,Parure de la foudre,Loriga de la centella,Charged Shirt
Armor_1071_Head,Tocado de la ventisca,Frostbite Headdress,Coiffe du blizzard,눈보라의 머리 장식,吹雪の頭飾り,Гребень метели,Sneeuwstormhoofdband,Copricapo della bufera,Schneesturmkopfschmuck,暴风雪头饰,暴風雪頭飾,Coiffe du blizzard,Tocado de la ventisca,Frostbite Headdress
Armor_1071_Lower,Pantalón de la ventisca,Frostbite Trousers,Pantalon du blizzard,눈보라의 바지,吹雪のズボン,Штаны метели,Sneeuwstormbroek,Pantaloni della bufera,Schneesturmhose,暴风雪裤子,暴風雪褲子,Pantalon du blizzard,Pantalón de la ventisca,Frostbite Trousers
Armor_1071_Upper,Túnica de la ventisca,Frostbite Shirt,Robe du blizzard,눈보라의 옷,吹雪の服,Облачение метели,Sneeuwstormhemd,Veste della bufera,Schneesturmtunika,暴风雪服,暴風雪服,Robe du blizzard,Túnica de la ventisca,Frostbite Shirt
Armor_1076_Head,Sombrero de Sogene,Cece Hat,Chapeau de Goutiée,사고노 해트,サゴノハット,Шапо Сагоно,Cece-hoed,Cappello Sagono,Sagono Deluxe,萨格诺帽子,薩格諾帽子,Chapeau de Goutiée,Sombrero de Sogene,Cece Hat
Armor_1086_Head,Tocado de los espíritus,Mystic Headpiece,Coiffe des esprits,정령의 가발,精霊のかしら,Грива духов,Geestenhoofdtooi,Copricapo degli spiriti,Geisterkopfschmuck,精灵头帽,精靈頭帽,Coiffe des esprits,Tocado de los espíritus,Mystic Headpiece
Armor_1086_Lower,Pantalón de los espíritus,Mystic Trousers,Chausses des esprits,정령의 하의,精霊の袴,Поножи духов,Geestenbroek,Pantaloni degli spiriti,Geister-Hakama,精灵裤,精靈褲,Chausses des esprits,Pantalón de los espíritus,Mystic Trousers
Armor_1086_Upper,Túnica de los espíritus,Mystic Robe,Tunique des esprits,정령의 상의,精霊の衣,Доспехи духов,Geestentuniek,Tunica degli spiriti,Geistergewand,精灵服,精靈服,Tunique des esprits,Túnica de los espíritus,Mystic Robe
Armor_1091_Head,Casco de zonnanio,Zonaite Helm,Casque de sonium,조나니움 투구,ゾナニウムの兜,Зонаровый шлем,Zonanium helm,Elmo di zonanio,Sonanium-Helm,左纳尼乌姆之头盔,左納尼烏姆之頭盔,Casque de sonium,Casco de zonnanio,Zonaite Helm
Armor_1091_Lower,Grebas de zonnanio,Zonaite Shin Guards,Genouillères de sonium,조나니움 무릎 보호대,ゾナニウムの膝当て,Зонаровые поножи,Zonanium kniebeschermers,Ginocchiere di zonanio,Sonanium-Knieschützer,左纳尼乌姆之护膝,左納尼烏姆之護膝,Genouillères de sonium,Grebas de zonnanio,Zonaite Shin Guards
Armor_1091_Upper,Loriga de zonnanio,Zonaite Waistguard,Flancart de sonium,조나니움 가슴 보호대,ゾナニウムの前垂れ,Зонаровое облачение,Zonanium outfit,Lorica di zonanio,Sonanium-Rüstung,左纳尼乌姆之前挂,左納尼烏姆之前掛,Flancart de sonium,Loriga de zonnanio,Zonaite Waistguard
Armor_1096_Head,Máscara del Despertar,Mask of Awakening,Masque du rêve,꿈꾸는 용사의 가면,夢見の勇者の面,Маска Пробуждения,Droommasker,Maschera del risveglio,Erwachensmaske,织梦之勇者面具,織夢之勇者面具,Masque du rêve,Máscara del Despertar,Mask of Awakening
Armor_1096_Lower,Pantalón del Despertar,Trousers of Awakening,Chausses du rêve,꿈꾸는 용사의 바지,夢見の勇者ズボン,Трико Пробуждения,Droombroek,Pantaloni del risveglio,Erwachenshose,织梦之勇者裤子,織夢之勇者褲子,Chausses du rêve,Pantalón del Despertar,Trousers of Awakening
Armor_1096_Upper,Túnica del Despertar,Tunic of Awakening,Tunique du rêve,꿈꾸는 용사의 옷,夢見の勇者服,Туника Пробуждения,Droomkostuum,Tunica del risveglio,Erwachensgewand,织梦之勇者服,織夢之勇者服,Tunique du rêve,Túnica del Despertar,Tunic of Awakening
Armor_1106_Upper,Nueva túnica de campeón,Champion's Leathers,Nouvelle tunique de Prodige,신식·영걸의 옷,新式・英傑の服,Новая туника Воина,Nieuw Hemd der Uitverkorenen,Nuova tunica del campione,Neues Reckengewand,新式·英杰服,新式‧英傑服,Nouvelle tunique de Prodige,Nueva túnica del elegido,Champion's Leathers
Armor_1125_Head,Máscara de horroblin,Horriblin Mask,Masque de Trogloblin,호러블린 마스크,ホラブリンマスク,Голова хорроблина,Horriblin-masker,Maschera da obbroblin,Horrorblin-Maske,霍拉布林面罩,霍拉布林面罩,Masque de Trogloblin,Máscara de horroblin,Horriblin Mask
Armor_1141_Head,Capucha de las tinieblas,Hood of the Depths,Capuche des ténèbres,어둠의 두건,暗闇の頭巾,Капюшон мрака,Duisterniskap,Cappuccio delle tenebre,Kapuze der Finsternis,暗黑头巾,暗黑頭巾,Capuche des ténèbres,Capucha de las tinieblas,Hood of the Depths
Armor_1141_Lower,Grebas de las tinieblas,Gaiters of the Depths,Guêtres des ténèbres,어둠의 각반,暗闇の脚絆,Поножи мрака,Duisternisbeenkappen,Ghette delle tenebre,Gamaschen der Finsternis,暗黑绑腿,暗黑綁腿,Guêtres des ténèbres,Grebas de las tinieblas,Gaiters of the Depths
Armor_1141_Upper,Túnica de las tinieblas,Tunic of the Depths,Tunique des ténèbres,어둠의 옷,暗闇の衣,Туника мрака,Duisternistuniek,Tunica delle tenebre,Gewand der Finsternis,暗黑服,暗黑服,Tunique des ténèbres,Túnica de las tinieblas,Tunic of the Depths
Armor_1151_Head,Coletero viejo,Well-Worn Hair Band,Vieil anneau capillaire,낡은 머리 장식,古びた髪留め,Старое колечко для волос,Afgedragen haaraccessoire,Vecchio nastro,Altes Haarband,残旧的发夹,殘舊的髮夾,Vieil anneau capillaire,Coletero viejo,Well-Worn Hair Band
Armor_1152_Head,Capucha hyliana,Hylian Hood,Capuche Hylienne,하일리아의 후드,ハイリアのフード,Хайлийский капюшон,Hyliaanse kap,Cappuccio Hylia,Hylia-Kapuze,海利亚兜帽,海利亞兜帽,Capuche hylienne,Capucha hyliana,Hylian Hood
Armor_115_Head,Casco antitrueno,Lightning Helm,Masque anti-tonnerre,호뢰의 투구,護雷の兜,Шлем-громоотвод,Bliksemafweerhelm,Elmo scacciatuono,Blitzschutzhelm,护雷头盔,護雷頭盔,Masque anti-tonnerre,Casco antitrueno,Lightning Helm
Armor_116_Upper,Túnica de los recuerdos,Tunic of Memories,Tunique des souvenirs,추억의 옷,思い出の服,Памятная туника,Hemd der Herinneringen,Tunica dei ricordi,Erinnerungsgewand,回忆服,回憶服,Tunique nostalgique,Túnica de los recuerdos,Tunic of Memories
Armor_1300_Head,Máscara del clan Yiga,Yiga Mask,Masque Yiga,이가단 마스크,イーガ団マスク,Маска клана Ига,Yiga-masker,Maschera Yiga,Yiga-Maske,依盖队面罩,依蓋隊面罩,Masque yiga,Máscara del clan Yiga,Yiga Mask
Armor_1300_Lower,Mallas del clan Yiga,Yiga Tights,Collants Yigas,이가단 타이츠,イーガ団タイツ,Трико клана Ига,Yiga-legging,Calzamaglia Yiga,Yiga-Hose,依盖队紧身裤,依蓋隊緊身褲,Collant yiga,Mallas del clan Yiga,Yiga Tights
Armor_1300_Upper,Túnica del clan Yiga,Yiga Armor,Uniforme Yiga,이가단 슈트,イーガ団スーツ,Доспехи клана Ига,Yiga-harnas,Tunica Yiga,Yiga-Anzug,依盖队紧身服,依蓋隊緊身服,Justaucorps yiga,Túnica del clan Yiga,Yiga Armor
Armor_141_Lower,Botas de nieve,Snow Boots,Bottes de neige,스노 부츠,スノーブーツ,Сапоги-снегоходы,Sneeuwlaarzen,Stivali da neve,Schneestiefel,雪地靴,雪地靴,Bottes de neige,Botas de nieve,Snow Boots
Armor_160_Head,Máscara oscura,Dark Hood,Capuche noire,다크 헤드,ダークヘッド,Колпак тьмы,Schaduwmuts,Cappuccio oscuro,Dunkelkapuze,黑暗头套,黑暗頭套,Capuche noire,Máscara oscura,Dark Hood
Armor_160_Lower,Pantalón oscuro,Dark Trousers,Pantalon noir,다크 레그,ダークレッグ,Штаны тьмы,Schaduwbroek,Pantaloni oscuri,Dunkelhose,黑暗裤子,黑暗褲子,Pantalon noir,Pantalón oscuro,Dark Trousers
Armor_160_Upper,Túnica oscura,Dark Tunic,Tunique noire,다크 바디,ダークボディ,Туника тьмы,Schaduwkostuum,Tunica oscura,Dunkelgewand,黑暗外衣,黑暗外衣,Tunique noire,Túnica oscura,Dark Tunic
Armor_171_Head,Casco de espectro,Phantom Helmet,Casque de Spectre,팬텀의 투구,ファントムの兜,Шлем фантома,Fantoomhelm,Elmo da Spettro,Phantom-Helm,幻影头盔,幻影頭盔,Casque de Spectre,Casco de espectro,Phantom Helmet
Armor_171_Lower,Grebas de espectro,Phantom Greaves,Jambières de Spectre,팬텀의 경갑,ファントムのすねあて,Поножи фантома,Fantoomscheenplaten,Gambali da Spettro,Phantom-Beinschutz,幻影护胫,幻影護脛,Jambières de Spectre,Grebas de espectro,Phantom Greaves
Armor_171_Upper,Armadura de espectro,Phantom Armor,Armure de Spectre,팬텀의 갑옷,ファントムの鎧,Доспехи фантома,Fantoompantser,Armatura da Spettro,Phantom-Rüstung,幻影铠甲,幻影鎧甲,Armure de Spectre,Armadura de espectro,Phantom Armor
