id,es-419,en-GB,fr-CA,ko,ja,ru,nl,it,de,zh,zh-Hant,fr,es,en
Obj_SageSoulPlus_Rito,"Pacto eterno con Tureli, sabio del viento","Solemn Vow of Tulin, Sage of Wind","Serment éternel de Babil, Sage du vent",바람의 현자 튤리와의 굳은 맹약,風の賢者 チューリとの固い盟約,"Верная клятва Тюлина, Мудреца ветра","Eeuwige eed van Tulin, Wijze van de Wind","Patto saldo con Tulin, saggio del vento","Tiefer Schwur von Tulin, Weiser des Windes",和风之贤者丘栗的牢固盟约,和風之賢者丘栗的牢固盟約,"Serment éternel de Babil, Sage du vent","Pacto eterno con Tureli, sabio del viento","Solemn Vow of Tulin, Sage of Wind"
Obj_SageSoulPlus_Zonau,"Pacto eterno con Mineru, sabia del espíritu","Solemn Vow of Mineru, Sage of Spirit","Serment éternel de Mineru, Sage de l'esprit",영혼의 현자 미넬과의 굳은 맹약,魂の賢者 ミネルとの固い盟約,"Верная клятва Минеру, Мудреца духа","Eeuwige eed van Mineru, Wijze van de Ziel","Patto saldo con Mineru, saggia dello spirito","Tiefer Schwur von Mineru, Weise des Geistes",和魂之贤者米涅鲁的牢固盟约,和魂之賢者米涅魯的牢固盟約,"Serment éternel de Mineru, Sage de l'esprit","Pacto eterno con Mineru, sabia del espíritu","Solemn Vow of Mineru, Sage of Spirit"
Obj_SageSoulPlus_Zora,"Pacto eterno con Sidon, sabio del agua","Solemn Vow of Sidon, Sage of Water","Serment éternel de Sidon, Sage de l'eau",물의 현자 시드와의 굳은 맹약,水の賢者 シドとの固い盟約,"Верная клятва Сидона, Мудреца воды","Eeuwige eed van Sidon, Wijze van het Water","Patto saldo con Sidon, saggio dell'acqua","Tiefer Schwur von Sidon, Weiser des Wassers",和水之贤者希多的牢固盟约,和水之賢者希多的牢固盟約,"Serment éternel de Sidon, Sage de l'eau","Pacto eterno con Sidon, sabio del agua","Solemn Vow of Sidon, Sage of Water"
Obj_SageSoul_Gerudo,"Pacto con Riju, sabia del trueno","Vow of Riju, Sage of Lightning","Serment de Riju, Sage de la foudre",번개의 현자 루쥬와의 맹약,雷の賢者 ルージュとの盟約,"Клятва Риджу, Мудреца грома","Eed van Riju, Wijze van de Bliksem","Patto con Riju, saggia del fulmine","Schwur von Riju, Weise des Donners",和雷之贤者露珠的盟约,和雷之賢者露珠的盟約,"Serment de Riju, Sage de la foudre","Pacto con Riju, sabia del trueno","Vow of Riju, Sage of Lightning"
Obj_SageSoul_Goron,"Pacto con Yunobo, sabio del fuego","Vow of Yunobo, Sage of Fire","Serment de Yunobo, Sage du feu",화염의 현자 윤돌과의 맹약,炎の賢者 ユン坊との盟約,"Клятва Юнобо, Мудреца огня","Eed van Yunobo, Wijze van het Vuur","Patto con Yunobo, saggio del fuoco","Schwur von Yunobo, Weiser des Feuers",和火之贤者阿沅的盟约,和火之賢者阿沅的盟約,"Serment de Yunobo, Sage du feu","Pacto con Yunobo, sabio del fuego","Vow of Yunobo, Sage of Fire"
Obj_SageSoul_Rito,"Pacto con Tureli, sabio del viento","Vow of Tulin, Sage of Wind","Serment de Babil, Sage du vent",바람의 현자 튤리와의 맹약,風の賢者 チューリとの盟約,"Клятва Тюлина, Мудреца ветра","Eed van Tulin, Wijze van de Wind","Patto con Tulin, saggio del vento","Schwur von Tulin, Weiser des Windes",和风之贤者丘栗的盟约,和風之賢者丘栗的盟約,"Serment de Babil, Sage du vent","Pacto con Tureli, sabio del viento","Vow of Tulin, Sage of Wind"
Obj_SageSoul_Zonau,"Pacto con Mineru, sabia del espíritu","Vow of Mineru, Sage of Spirit","Serment de Mineru, Sage de l'esprit",영혼의 현자 미넬과의 맹약,魂の賢者 ミネルとの盟約,"Клятва Минеру, Мудреца духа","Eed van Mineru, Wijze van de Ziel","Patto con Mineru, saggia dello spirito","Schwur von Mineru, Weise des Geistes",和魂之贤者米涅鲁的盟约,和魂之賢者米涅魯的盟約,"Serment de Mineru, Sage de l'esprit","Pacto con Mineru, sabia del espíritu","Vow of Mineru, Sage of Spirit"
Obj_SageSoul_Zora,"Pacto con Sidon, sabio del agua","Vow of Sidon, Sage of Water","Serment de Sidon, Sage de l'eau",물의 현자 시드와의 맹약,水の賢者 シドとの盟約,"Клятва Сидона, Мудреца воды","Eed van Sidon, Wijze van het Water","Patto con Sidon, saggio dell'acqua","Schwur von Sidon, Weiser des Wassers",和水之贤者希多的盟约,和水之賢者希多的盟約,"Serment de Sidon, Sage de l'eau","Pacto con Sidon, sabio del agua","Vow of Sidon, Sage of Water"
Obj_SageWill,Voluntad de los sabios,Sage's Will,Vœu des Sages,현자의 유지,賢者の遺志,Завет Мудрецов,Wens van een Wijze,Lascito dei saggi,Wille der Weisen,贤者的遗志,賢者的遺志,Vœu des Sages,Voluntad de los sabios,Sage's Will
Obj_StableHostlePointCard,Tarjeta de puntos del gremio,Pony Points Card,Carte de fidélité des relais,마구간 포인트 카드,馬宿ポイントカード,Конюшенная карточка,Stalpuntenkaart,Tessera punti stallaggio,Stallpunkte-Karte,驿站点数卡,驛站點數卡,Carte de fidélité des relais,Carné de puntos del gremio,Pony Points Card
Obj_StaminaUtuwa_A_01,Contenedor de vigor,Stamina Vessel,Réceptacle d'endurance,스태미나의 그릇,がんばりの器,Капсула энергии,Extra energie,Portavigore,Ausdauercontainer,精力容器,精力容器,Réceptacle d'endurance,Contenedor de vigor,Stamina Vessel
Obj_SubstituteCloth_00,Tela goron,Goron Fabric,Tissu Goron,고론족의 원단,ゴロン族の生地,Ткань горонов,Goron-stof,Tessuto Goron,Goronen-Stoff,鼓隆族的布料,鼓隆族的布料,Tissu goron,Tela goron,Goron Fabric
Obj_SubstituteCloth_01,Tela zora,Zora Fabric,Tissu Zora,조라족의 원단,ゾーラ族の生地,Ткань зора,Zora-stof,Tessuto Zora,Zora-Stoff,卓拉族的布料,卓拉族的布料,Tissu zora,Tela zora,Zora Fabric
Obj_SubstituteCloth_02,Tela gerudo,Gerudo Fabric,Tissu Gerudo,겔드족의 원단,ゲルド族の生地,Ткань герудо,Gerudo-stof,Tessuto Gerudo,Gerudo-Stoff,格鲁德族的布料,格魯德族的布料,Tissu gerudo,Tela gerudo,Gerudo Fabric
Obj_SubstituteCloth_03,Tela del emblema real hyliano,Royal Hyrulean Fabric,Tissu royal d'Hyrule,하이랄 왕가의 원단,ハイラル王家の生地,Королевская ткань,Koninklijke Hyliaanse stof,Tessuto dei reali di Hyrule,Stoff der königlichen Familie,海拉鲁王族的布料,海拉魯王族的布料,Tissu royal d'Hyrule,Tela del emblema real hyliano,Royal Hyrulean Fabric
Obj_SubstituteCloth_04,Tela zonnan,Zonai Fabric,Tissu Soneau,조나우의 원단,ゾナウの生地,Ткань зонаи,Zonai-stof,Tessuto Zonau,Sonau-Stoff,左纳乌的布料,左納烏的布料,Tissu soneau,Tela zonnan,Zonai Fabric
Obj_SubstituteCloth_05,Tela sheikah,Sheikah Fabric,Tissu Sheikah,시커족의 원단,シーカー族の生地,Ткань шиика,Sheikah-stof,Tessuto Sheikah,Shiekah-Stoff,希卡族的布料,希卡族的布料,Tissu sheikah,Tela sheikah,Sheikah Fabric
Obj_SubstituteCloth_06,Tela del clan Yiga,Yiga Fabric,Tissu Yiga,이가단의 원단,イーガ団の生地,Ткань Ига,Yiga-stof,Tessuto Yiga,Yiga-Stoff,依盖队的布料,依蓋隊的布料,Tissu yiga,Tela del clan Yiga,Yiga Fabric
Obj_SubstituteCloth_07,Tela de la patrulla exterminadora,Monster-Control-Crew Fabric,Tissu de la brigade,토벌대의 원단,討伐隊の生地,Ткань боевой бригады,Aanvalsgroepstof,Tessuto dei giustizieri,Monsterwehr-Stoff,讨伐队的布料,討伐隊的布料,Tissu de la brigade,Tela de la patrulla exterminadora,Monster-Control-Crew Fabric
Obj_SubstituteCloth_08,Tela del grupo de investigación,Zonai Survey Team Fabric,Tissu des archéologues,조나우 조사대의 원단,ゾナウ調査隊の生地,Ткань Группы по изучению зонаи,Zonai-onderzoeksgroepstof,Tessuto del gruppo di ricerca,Sonau-Forschungsgruppen-Stoff,左纳乌调查队的布料,左納烏調查隊的布料,Tissu des archéologues,Tela del grupo de investigación,Zonai Survey Team Fabric
Obj_SubstituteCloth_09,Tela de la deidad de los caballos,Horse-God Fabric,Tissu de la divinité équine,마신님의 원단,馬神様の生地,Ткань с Маланией,Paardengodstof,Tessuto del dio dei cavalli,Pferdegott-Stoff,马神大人的布料,馬神大人的布料,Tissu de la divinité équine,Tela de la deidad de los caballos,Horse-God Fabric
Obj_SubstituteCloth_10,Tela de la aldea Onaona,Lurelin Village Fabric,Tissu d'Écaraille,나크시 마을의 원단,ウオトリー村の生地,Ткань Лурелина,Lurelin-stof,Tessuto del villaggio Vappesca,Angelstedt-Stoff,沃托里村的布料,沃托里村的布料,Tissu d'Écaraille,Tela de la aldea Onaona,Lurelin Village Fabric
Obj_SubstituteCloth_11,"Tela de la gaceta ""El trébol""",Lucky Clover Gazette Fabric,Tissu La Gazette des bois,토끼풀 신문사의 원단,シロツメ新聞社の生地,Ткань «Клевер-курьера»,Het Klaverblad-stof,Tessuto della Gazzetta quadrifoglia,Kleeblatt-Kurier-Stoff,白诘报社的布料,白詰報社的布料,Tissu La Gazette des bois,Tela de la gaceta «El trébol»,Lucky Clover Gazette Fabric
Obj_SubstituteCloth_12,Tela de Construcciones Karid,Hudson Construction Fabric,Tissu Grosaillieh et Associés,허드슨 건설의 원단,エノキダ工務店の生地,Ткань «ТопордаСтроя»,Bouwbedrijf Hudson-stof,Tessuto della Miceda edilizia,Bauunternehmen-Dumsda-Stoff,松达建筑店的布料,松達建築店的布料,Tissu Grosaillieh,Tela de Construcciones Karid,Hudson Construction Fabric
Obj_SubstituteCloth_13,Tela de Koltin,Koltin's Fabric,Tissu de Koltin,콜텐의 수제 원단,コルテンお手製の生地,Ткань Колтина,Koltins handgemaakte stof,Tessuto di Koltin,Koltins handgefertigter Stoff,柯尔天亲手制作的布料,柯爾天親手製作的布料,Tissu de Koltin,Tela de Koltin,Koltin's Fabric
Obj_SubstituteCloth_14,Tela kolog,Korok Fabric,Tissu Korogu,코로그족의 원단,コログ族の生地,Ткань короков,Korok-stof,Tessuto Korogu,Krog-Stoff,克洛格族的布料,克洛格族的布料,Tissu korogu,Tela kolog,Korok Fabric
Obj_SubstituteCloth_15,Tela de oso garrablanca,Grizzlemaw-Bear Fabric,Tissu ours empereurs,황제큰곰의 원단,コウテイヒグマの生地,Ткань с гризли,Grizzlybeerstof,Tessuto con orso imperatore,Kaiserbär-Stoff,帝灰熊的布料,帝灰熊的布料,Tissu ours empereurs,Tela de oso emperador,Grizzlemaw-Bear Fabric
Obj_SubstituteCloth_16,Tela de Rotver,Robbie's Fabric,Tissu de Faras,로베리의 수제 원단,ロベリーお手製の生地,Ткань от Робби,Robbies handgemaakte stof,Tessuto di Rovely,Robelos handgefertigter Stoff,洛贝利亲手制作的布料,洛貝利親手製作的布料,Tissu de Faras,Tela de Rotver,Robbie's Fabric
Obj_SubstituteCloth_17,Tela de la marca Sogene,Cece Fabric,Tissu Goutiée,SAGONO의 원단,SAGONOの生地,Ткань от Сагоно,Cece-stof,Tessuto di Sagono,Sagono-Stoff,SAGONO的布料,SAGONO的布料,Tissu Goutiée,Tela de la marca Sogene,Cece Fabric
Obj_SubstituteCloth_18,Tela de aerocuda,Aerocuda Fabric,Tissu Kakuda,카쿠다의 원단,カックーダの生地,Ткань «Какуда»,Aerocuda-stof,Tessuto del kakuda,Kakuda-Stoff,卡库达的布料,卡庫達的布料,Tissu kakuda,Tela de aerocuda,Aerocuda Fabric
Obj_SubstituteCloth_19,Tela de avestruz de Eldin,Eldin-Ostrich Fabric,Tissu autruche d'Ordinn,올딘타조의 원단,オルディンダチョウの生地,Ткань «Элдинский страус»,Eldin-struisvogelstof,Tessuto dello struzzo di Oldin,Eldin-Strauß-Stoff,奥尔汀鸵鸟的布料,奧爾汀鴕鳥的布料,Tissu autruche d'Ordinn,Tela de avestruz de Eldin,Eldin-Ostrich Fabric
Obj_SubstituteCloth_20,Tela de cuco,Cucco Fabric,Tissu cocotte,꼬꼬의 원단,コッコの生地,Ткань «Кокко»,Cucco-stof,Tessuto del coccò,Hühner-Stoff,咕咕鸡的布料,咕咕雞的布料,Tissu cocotte,Tela de cuco,Cucco Fabric
Obj_SubstituteCloth_21,Tela de caballo,Horse Fabric,Tissu chevaux,말의 원단,馬の生地,Ткань с лошадьми,Paardenstof,Tessuto del cavallo,Pferde-Stoff,马的布料,馬的布料,Tissu chevaux,Tela de caballo,Horse Fabric
Obj_SubstituteCloth_22,Tela de chuchu,Chuchu Fabric,Tissu Chuchu,츄츄의 원단,チュチュの生地,Ткань «Чучу»,Chuchu-stof,Tessuto del chuchu,Schleim-Stoff,丘丘的布料,丘丘的布料,Tissu chuchu,Tela de chuchu,Chuchu Fabric
Obj_SubstituteCloth_23,Tela de centaleón,Lynel Fabric,Tissu Centaléo,라이넬의 원단,ライネルの生地,Ткань с леврами,Lynel-stof,Tessuto del lynel,Leunen-Stoff,莱尼尔的布料,萊尼爾的布料,Tissu lynel,Tela de centaleón,Lynel Fabric
Obj_SubstituteCloth_24,Tela de gleeok,Gleeok Fabric,Tissu Griock,그리오크의 원단,グリオークの生地,Ткань с глиоком,Gleeok-stof,Tessuto del griock,Griock-Stoff,古栗欧克的布料,古慄歐克的布料,Tissu griock,Tela de griock,Gleeok Fabric
Obj_SubstituteCloth_25,Tela de stalhinox,Stalnox Fabric,Tissu Stalhinox,스탈 히녹스의 원단,スタルヒノックスの生地,Ткань «Сталнокс»,Skelet-Hinox-stof,Tessuto dello stalhinox,Stalhinox-Stoff,骷髅西诺克斯的布料,骷髏西諾克斯的布料,Tissu stalhinox,Tela de hinox esquelético,Stalnox Fabric
Obj_SubstituteCloth_26,Tela de la túnica de los recuerdos,Tunic of Memories Fabric,Tissu tunique des souvenirs,추억의 옷 원단,思い出の服の生地,Ткань «Памятная туника»,Hemd-der-Herinneringenstof,Tessuto dei ricordi,Erinnerungsgewand-Stoff,回忆服的布料,回憶服的布料,Tissu tunique nostalgique,Tela de la túnica de los recuerdos,Tunic of Memories Fabric
